GID,mean_ndvi
1996_494,0.5986337970641543
1996_583,0.6211294596083874
1996_723,0.5308985185423195
1996_391,0.5059528348539899
1996_427,0.5901199205455647
1996_437,0.6298539063426081
1996_442,0.5777309925053195
1996_454,0.5885547445061683
1996_469,0.5931990588203006
1996_499,0.6273536167504946
1996_544,0.5962936143704227
1996_459,0.6611263016767311
1996_558,0.6382983122805611
1996_561,0.5891681814776358
1996_580,0.5544962578438781
1996_411,0.6206277106403204
1996_388,0.5241756916869397
1996_394,0.21801988517674747
1996_396,0.5629217193879911
1996_725,0.680373766600814
1996_359,0.6110080156396701
1996_364,0.6295343266228798
1996_383,0.6667842790901842
1998_860,0.6248801636536898
1998_651,0.5665051203298058
1998_895,0.5804612961555567
1998_583,0.5276525399379415
1998_889,0.5365999998109109
1998_901,NA
1998_612,NA
1998_619,0.5905478310685927
1998_613,0.6438089461816398
1998_868,0.5714410598543689
1998_882,0.6573347494630912
1998_650,0.4301918587869955
1998_873,0.5961198557890163
1998_883,0.6815875972741048
1998_894,0.5610474151324562
1998_663,NA
1998_858,0.5490510579725121
1999_376,0.29911519358829236
1999_444,0.4763223613091457
1999_437,0.6172762799413125
1999_386,0.5336934136057062
1999_434,0.5664786269395793
1999_433,0.5460771143387253
1999_429,0.5905583526307165
1999_406,0.5942372443956475
1999_705,0.6238067138113735
1999_390,0.5855840253219984
1999_465,0.6210483737616902
1999_389,0.5684478911130392
1999_702,0.631332191268634
1999_706,0.6568297976215032
1999_712,0.6724683745599606
2000_367,0.5095247449507132
2000_335,NA
2000_371,0.7644072180602232
2000_542,0.6615701410008107
2001_377,0.6708708705827187
2001_369,0.6866788053375834
2001_361,0.6747843555021337
2001_365,0.6899274919418648
2001_372,0.7166545785813914
2001_373,0.7027710640092668
2001_362,0.7142007205558918
2001_371,0.7050501554669781
2001_384,0.7128417741614704
2001_378,0.6736753656551642
2001_379,0.6715825944980904
2001_381,0.7405430917026696
2002_733,0.5878847973190221
2002_718,0.7180674134763935
2002_731,0.6840471210970166
2002_742,0.589057781791012
2002_730,0.6177998627644468
2002_473,0.5766620108733695
2002_724,0.7291897023991607
2002_735,0.6277123804784273
2002_727,0.770929441301463
2002_566,0.7918358596266388
2002_566,0.8020713515185319
2002_559,0.7605252296848491
2002_584,0.7495639416787027
2002_737,0.6966108309773894
2002_738,0.6911636553827276
2002_517,0.722115821416571
2002_563,0.7658344544197265
2002_563,0.7486408259476366
2002_454,0.7237829583307928
2002_664,0.6531216048256127
2003_441,0.5878895286860526
2003_466,0.5082203025917316
2003_635,0.6510947699714643
2003_542,0.5762375845003107
2003_666,0.6778583478589163
2003_671,0.7556918836174416
2003_887,0.6877812201127482
2003_894,0.624799285782285
2003_468,0.7294047868923244
2005_427,0.683201471196207
2005_463,0.6500951963082363
2006_503,0.6941837339566135
2006_896,0.6368239268159014
2006_893,0.7209564901498505
2006_614,0.6709174045933383
2007_273,0.6044947909690622
2007_273,0.5847172525951546
2008_291,0.60908164936903
2009_320,0.4696480972855236
2009_1236,0.5984174007179949
2009_1242,0.5508933041035677
2009_438,NA
2009_1241,0.5978829693480717
2010_531,0.5893219073730038
2011_314,0.5168877196896914
2011_323,0.5497409556191688
2011_736,0.6323732908145601
2012_1059,NA
2012_1053,0.649330804247656
2012_1050,0.5875023762326265
2012_1049,0.7270158798457129
2012_1058,NA
2012_634,0.6689505236754675
2012_660,0.6630973013954417
2012_604,0.6362181793195736
2012_1060,NA
2012_662,0.5897912850509295
2012_667,0.6195497537362628
2012_697,NA
2012_721,0.7826525320112365
2012_653,0.7232991644705248
2013_859,0.673835185401999
2013_1185,0.6242454277275322
2013_907,0.5573727911520138
2013_728,0.6051959240022636
2013_804,0.6155423355759825
2013_1192,0.5964661014987319
2013_1194,0.6748053961362326
2013_1195,0.6620596509133626
2013_744,0.6950508980719365
2013_904,0.6839523886429746
2013_933,0.7022910314455615
2013_1186,0.7081158378507453
2013_1191,0.7177701829778799
2013_800,0.7017829622382596
2013_1193,0.7220655092347903
2013_851,0.6535046227784808
1986_56,0.5894360656826413
1986_54,0.5538690886045591
1986_60,0.5996019603556662
1987_101,0.5505136327789211
1987_95,0.4682741979017654
1988_75,0.6173828883763619
1988_144,0.6031967015882594
1988_152,0.6004035610332673
1988_153,0.6991096242750537
1988_153,0.7356353108102287
1988_145,0.666074885745095
1988_92,0.6933948512739834
1989_1213,NA
1989_845,0.5598471271539172
1989_1364,0.5478616750716016
1989_869,0.5889494823205966
1989_1329,0.6028967218597003
1989_871,0.6804932878124715
1989_926,NA
1989_1310,0.5792499541952243
1989_1452,NA
1989_922,0.4887343056213955
1989_922,0.5506618584305003
1989_1016,0.6983281398815527
1989_1302,NA
1989_1313,NA
1989_945,0.6752899951590202
1989_1100,0.6137218916676016
1989_1149,0.733304723989248
1989_1233,0.6607000946420216
1989_1303,0.6699834894343455
1989_867,0.6976821727791158
1989_1108,0.7264196795467582
1989_1457,0.6146668704226727
1989_1242,0.6861066426733993
1989_864,0.6623030682198775
1989_1243,0.6320951459662743
1989_1054,0.6742688423454138
1989_1084,0.03660405472622387
1989_1357,0.5533551895685408
1989_798,0.6725877628484873
1989_1050,NA
1989_1376,NA
1989_1465,NA
1989_1325,0.7064307988506088
1989_1320,0.6200781370678742
1989_1146,NA
1990_36,NA
1990_72,0.6487526643637516
1990_50,0.6633291665454643
1990_62,0.6880154206880432
1990_48,0.6913594803817152
1990_89,NA
1990_74,0.6968108190380424
1990_75,0.6416360841760573
1991_82,0.6227170536615676
1991_102,0.5552971727760181
1991_120,0.6012357322560753
1991_73,0.7064065323289138
1991_105,0.7000273635072037
1991_119,0.6782584282456975
1991_79,0.6577465601201746
1991_44,0.7258655936295513
1992_16,0.5945234185826411
1992_21,0.5676582305183345
1992_46,0.5738209382201506
1992_27,0.4462146554293728
1992_43,0.5683863935821426
1992_50,0.444272333300602
1992_41,0.563623516995243
1992_40,0.48859046199418255
1995_1405,0.6162121195366427
1995_824,0.510301109718744
1995_1164,0.6290505989094236
1995_906,0.4790488328188854
1995_953,0.4001897291227115
1995_869,0.4311730284718554
1996_357,0.5515855217345184
1998_561,0.5771863829465855
1998_578,0.5710974049690137
1998_581,0.6341275870377602
1998_893,0.6940052715855551
1998_593,0.5608322136669424
1998_566,0.5083303254778544
1998_891,NA
1999_391,0.6203826805840733
2002_536,0.7140689006219118
2002_465,0.7588513763838525
2002_550,0.68766491983212
2003_895,0.5763865414255764
2003_1440,0.5614847664329551
2003_469,0.5115584395396335
2003_532,0.5723017118367915
2003_485,0.755979422184113
2003_501,0.7112770003113821
2003_518,0.7205115808188812
2006_588,0.7100344739034271
2011_374,0.6646577366645189
2011_433,0.6322362099606659
2011_399,0.6038299860962266
2011_438,0.6775184234168228
2011_507,0.7071241240606936
2011_373,0.6681734516808566
2011_360,0.6087322420201834
2011_375,0.6743280488053216
2011_377,0.5823178173579607
2011_379,0.6498202735421894
2011_356,0.7173888537515772
2011_368,0.6607811314222095
2011_432,NA
2011_606,0.6126061684410578
2011_411,NA
2011_605,0.6723571035242616
2011_423,0.7208734792382436
2012_805,0.6326373246835375
2012_655,0.7171278614691351
2012_671,0.719360998662714
2012_685,NA
2014_937,0.6403141881667729
2014_787,0.6523945461449743
2015_1993,0.5772385755876197
2015_931,0.6531363286536586
2015_1071,0.664224421272442
2015_1085,0.6353027230222532
2015_1035,0.5536022523812631
2015_1990,0.6657644755162351
2015_1036,0.6769215016664396
2015_1153,0.7073111594140942
2015_1988,0.6548954188699582
2017_1794,0.7628138027495958
2017_1689,0.7868514676788161
2017_1286,0.7462831572536347
2017_1801,0.7602715849795195
2017_1853,0.7672386827311362
2017_1964,0.7588277399044655
2018_772,0.6529941909410607
2018_524,0.6785210289949573
2018_252,0.712141429186695
2018_495,0.6742787929160923
2018_90,0.7054681765822705
2021_1631,0.7660636401845324
2021_1169,0.7803801635961447
2021_2311,0.7355299066637107
2021_1898,0.7853836941594854
2021_1437,0.746034268470689
2021_2320,0.5278841711503566
2022_254,0.4231649958668504
2023_169,0.6832670247413776
2023_186,0.6798931530288989
2023_189,0.6945254186215241
2023_168,0.665385609769557
2023_185,0.6439074958387832
2023_213,0.7142582817165462
2024_492,0.6834092553223052
2024_482,0.7899367403040565
2024_484,0.7242274707923098
2024_473,0.7493913838574462
2024_495,0.7426101991742682
2024_497,0.7536214363881801
2024_467,NA
2024_496,0.7249153723547207
2024_498,0.7529289884990519
2024_462,0.7490573711254115
2024_501,0.7522047355957605
1987_8,0.42107010185307425
1988_9,0.4007215813306804
1988_20,0.5468026390040989
1988_16,0.7629725986007655
1992_6,0.5447280561908354
1995_1192,0.5273887626596564
1995_1203,0.6051478638655327
1995_1397,0.5782908939226754
1995_1212,0.4962039801334024
1995_1226,NA
1995_1235,0.25834112628559913
1995_1267,0.6486386237904176
1996_622,0.621414825108694
1996_630,0.42433450969026704
1996_646,0.6623154900853079
1996_665,0.4465070048444459
1996_670,0.6524283853664197
1996_675,0.4503711922008861
1996_585,0.5559279232528955
1996_614,0.6290232014997721
1996_625,0.5377489457031982
1996_596,0.6289667061883638
1996_602,0.6079931596086207
1996_651,0.5791275913301047
1996_654,NA
1996_660,0.6601511353306231
1996_616,NA
1996_628,0.4966642422052101
1996_671,NA
1998_737,0.480983665670135
1998_745,0.6068705611496966
1998_722,0.5224687791626693
1998_714,0.37145818207417985
1998_862,NA
1998_854,0.7309851343834928
1998_851,0.7967348269194372
2001_353,0.4590731735425662
2002_714,0.4544990493135088
2002_691,0.5210843524210403
2003_814,0.6303041036410323
2003_782,0.5906043187237462
2005_598,0.8381831802156738
2006_878,NA
2006_883,0.701680215573092
2006_724,0.780575623040029
2006_872,0.7714708240687492
2006_879,0.793763433387381
2006_880,0.7942164008803987
2006_898,0.7434075138088984
2006_877,0.7663480493345182
2006_714,0.807123634564341
2006_881,0.7745072160368663
2006_708,0.7344825256677447
2006_686,0.7088914041417425
2006_659,0.7797524016367174
2006_882,0.7589644421073822
2006_671,0.7278276991803773
2006_750,0.8011165200518288
2006_701,0.7485955945595145
2006_700,0.7315211437264612
2006_710,0.7919692920767848
2006_725,0.7767634125522561
2006_870,0.7895141401844055
2006_871,0.7737836654822992
2006_693,0.7827555334939974
2006_682,0.7471563238530311
2006_709,0.7177592477869509
2006_680,0.757392936631053
2006_687,0.7157378893596295
2006_698,0.7317746537528329
2006_699,0.731056856323459
2006_703,0.7699214931736349
2006_723,0.7446444444213078
2006_873,0.7884955893419937
2006_749,0.7969064247509867
2007_492,0.48450413607825815
2008_315,0.6961650306651606
2011_727,0.5969698363672485
2011_565,0.8620264365766607
2012_1047,0.756423234381973
2016_1171,0.6204506442716995
2017_2475,0.7441888120934153
