GID,water_year,avg_cmi_anomaly
1986_11,1980,-34.40133232488508
1986_11,1981,-13.872592646788293
1986_11,1982,1.0192803113123599
1986_11,1983,-4.586969325063641
1986_11,1984,-10.666067791863266
1986_11,1985,1.3455633072324804
1986_11,1986,-1.2841086613949138
1986_11,1987,15.446489718775542
1986_32,1980,-33.805591272214436
1986_32,1981,-5.358329363612602
1986_32,1982,-6.4425829707640645
1986_32,1983,-4.32009328715971
1986_32,1984,-12.319092724813018
1986_32,1985,10.871074229429082
1986_32,1986,2.994725025015144
1986_32,1987,6.703890079627987
1986_40,1980,-28.00992443816184
1986_40,1981,-10.84040452515457
1986_40,1982,-2.179817890049825
1986_40,1983,0.9413474920766062
1986_40,1984,-9.797547433418805
1986_40,1985,4.182032329435555
1986_40,1986,2.911247046663327
1986_40,1987,20.32851517337901
1986_43,1980,-28.509814702804213
1986_43,1981,-1.8768389363590998
1986_43,1982,-6.9795431568406014
1986_43,1983,-6.156796885725837
1986_43,1984,-15.573106228099967
1986_43,1985,12.641226042045801
1986_43,1986,0.7413519894464988
1986_43,1987,10.021950414837018
1986_45,1980,-25.783700059502117
1986_45,1981,-1.051533627593912
1986_45,1982,-5.802586867074351
1986_45,1983,-6.84518405221181
1986_45,1984,-15.855396855632854
1986_45,1985,15.495228864709134
1986_45,1986,1.6192252719455524
1986_45,1987,10.265824343546374
1986_49,1980,-26.18101537206192
1986_49,1981,0.04191904713676564
1986_49,1982,-4.146352939800788
1986_49,1983,-5.628687155226763
1986_49,1984,-14.986345213849495
1986_49,1985,15.943039489982448
1986_49,1986,0.2709700785966887
1986_49,1987,13.134351007799918
1986_54,1980,-23.571290845253184
1986_54,1981,-10.611377145643955
1986_54,1982,7.116308185083722
1986_54,1983,4.390924123570353
1986_54,1984,-9.25118548529021
1986_54,1985,10.333873652452544
1986_54,1986,0.34485185625242804
1986_54,1987,19.64232762899182
1986_56,1980,-22.8756373266077
1986_56,1981,-9.415070759989428
1986_56,1982,0.8799005774748773
1986_56,1983,4.805637265446479
1986_56,1984,-7.386786766872397
1986_56,1985,11.273726293895612
1986_56,1986,-0.13528380607942214
1986_56,1987,16.58487019436358
1986_57,1980,-25.26056485902263
1986_57,1981,0.7332106310615009
1986_57,1982,-1.3267497730922155
1986_57,1983,-6.460870321759526
1986_57,1984,-13.832513572825965
1986_57,1985,16.188394075639174
1986_57,1986,-1.0800336901652337
1986_57,1987,13.549441313687751
1986_58,1980,-24.065196228169437
1986_58,1981,0.7038043222106248
1986_58,1982,0.522437833624093
1986_58,1983,-6.398149328294846
1986_58,1984,-13.302274789705194
1986_58,1985,15.945025670267455
1986_58,1986,-2.122604327002962
1986_58,1987,13.150842662239114
1986_60,1980,-23.234204061923894
1986_60,1981,-8.179465406834787
1986_60,1982,-0.049116955258605564
1986_60,1983,2.7529221457697797
1986_60,1984,-6.204917275045083
1986_60,1985,10.142191120782067
1986_60,1986,-0.302646567345113
1986_60,1987,15.220022830539136
1986_70,1980,-20.48346308379693
1986_70,1981,-4.69263288807056
1986_70,1982,6.739273642572679
1986_70,1983,4.189127518226517
1986_70,1984,-9.520387191888195
1986_70,1985,14.272466299281371
1986_70,1986,0.7055863804379424
1986_70,1987,12.81336806047672
1987_101,1981,-13.916520780166097
1987_101,1982,4.657250125312232
1987_101,1983,8.959518155949953
1987_101,1984,-10.205634441712713
1987_101,1985,17.552011285788716
1987_101,1986,-1.4042750887232156
1987_101,1987,-7.3839620605099645
1987_101,1988,6.82110729582508
1987_12,1981,-6.563861989292103
1987_12,1982,-7.154432974736896
1987_12,1983,0.690019680097867
1987_12,1984,3.6165493103814015
1987_12,1985,1.3742472021949454
1987_12,1986,3.329716966637933
1987_12,1987,-16.003115657029856
1987_12,1988,0.25966612662823535
1987_17,1981,-18.82340959441126
1987_17,1982,-15.557021027658209
1987_17,1983,1.3613711605926202
1987_17,1984,2.007612400249823
1987_17,1985,6.635616262770572
1987_17,1986,0.1928559994038359
1987_17,1987,-16.592342368675737
1987_17,1988,-2.6679128330756625
1987_29,1981,-24.795328219558332
1987_29,1982,-7.367812692996504
1987_29,1983,-0.983496948679686
1987_29,1984,-6.159255707658743
1987_29,1985,3.568391759254092
1987_29,1986,3.2530751367686164
1987_29,1987,-15.351343002930038
1987_29,1988,6.78666676258631
1987_30,1981,-14.322299505572774
1987_30,1982,-3.000218448794492
1987_30,1983,-5.2777876831577215
1987_30,1984,-10.46248323001436
1987_30,1985,8.955060532902591
1987_30,1986,2.3961016169951734
1987_30,1987,-13.824693377872277
1987_30,1988,-2.6851398237405313
1987_31,1981,-12.509130414872207
1987_31,1982,-2.7491888140695564
1987_31,1983,-5.188969106238588
1987_31,1984,-10.557431660467584
1987_31,1985,1.350401977204778
1987_31,1986,2.3092734319455515
1987_31,1987,-9.77400272643044
1987_31,1988,-9.736706892191089
1987_33,1981,-23.567772844814318
1987_33,1982,-4.384309894892111
1987_33,1983,-4.161795639046199
1987_33,1984,-6.865522936643594
1987_33,1985,4.66018506567313
1987_33,1986,1.1095738546176979
1987_33,1987,-15.754203737950114
1987_33,1988,14.532325292041516
1987_47,1981,-10.23738480017978
1987_47,1982,-2.545891112384084
1987_47,1983,-6.039900203058053
1987_47,1984,-12.65792628184352
1987_47,1985,4.730098059133211
1987_47,1986,-0.09694667002895703
1987_47,1987,-6.47476537366713
1987_47,1988,-10.047493608095277
1987_49,1981,-18.81184787988179
1987_49,1982,-4.36445943076575
1987_49,1983,-4.973304242994042
1987_49,1984,-9.882404778620018
1987_49,1985,8.207553824102623
1987_49,1986,-1.2842778033828324
1987_49,1987,-14.353559355657959
1987_49,1988,10.514583408722057
1987_66,1981,-11.641697020989225
1987_66,1982,-3.792275741078912
1987_66,1983,0.437878712244828
1987_66,1984,-8.678233616067265
1987_66,1985,5.274569657970686
1987_66,1986,2.5675248963936284
1987_66,1987,-8.47076246817628
1987_66,1988,0.23249914023016274
1987_67,1981,-8.964560944321008
1987_67,1982,-4.746191093223939
1987_67,1983,-5.029858078725585
1987_67,1984,-9.735699926432234
1987_67,1985,2.0692640466844687
1987_67,1986,2.8463050970715806
1987_67,1987,-7.983341038229163
1987_67,1988,-0.3693998399458017
1987_70,1981,-9.774465392377598
1987_70,1982,-1.6108585136643179
1987_70,1983,-4.064705453915245
1987_70,1984,-13.687616912794473
1987_70,1985,14.6684665040722
1987_70,1986,0.20627145067997907
1987_70,1987,-11.23805701310198
1987_70,1988,9.594412432419128
1987_72,1981,-12.18520051503865
1987_72,1982,-3.220157918427794
1987_72,1983,-2.7968629519905868
1987_72,1984,-7.132666988362703
1987_72,1985,5.004546625225152
1987_72,1986,0.05086433812882193
1987_72,1987,-8.16004048058177
1987_72,1988,3.4832374072824868
1987_76,1981,-12.404605601098
1987_76,1982,-2.3504360631900707
1987_76,1983,-3.4264948945542595
1987_76,1984,-7.083207763863482
1987_76,1985,4.427553166889489
1987_76,1986,1.3091544158390793
1987_76,1987,-6.998816483236715
1987_76,1988,4.461182330341833
1987_77,1981,-8.559543212591027
1987_77,1982,1.3004259353777805
1987_77,1983,-1.113866737263269
1987_77,1984,-10.02532829172047
1987_77,1985,23.50858916082609
1987_77,1986,7.876039359910803
1987_77,1987,-2.6907825892488386
1987_77,1988,14.750495629133292
1987_8,1981,-3.695726992071688
1987_8,1982,2.4826226898407504
1987_8,1983,-1.877844556105991
1987_8,1984,1.8221500482637
1987_8,1985,3.9618581526147634
1987_8,1986,8.02225795685786
1987_8,1987,-12.016489557449503
1987_8,1988,6.132425422630641
1987_95,1981,-16.029832626186817
1987_95,1982,12.278845674867215
1987_95,1983,11.269170262765288
1987_95,1984,-2.312451210166771
1987_95,1985,22.49229199692026
1987_95,1986,3.643442674770691
1987_95,1987,-2.033568804605257
1987_95,1988,17.31482459931012
1988_101,1982,6.605974860304293
1988_101,1983,4.507124069465309
1988_101,1984,-12.07397348059302
1988_101,1985,4.668838141167147
1988_101,1986,-1.2139645299301909
1988_101,1987,-10.591836681618076
1988_101,1988,-17.824599996444274
1988_101,1989,-6.495337674173714
1988_110,1982,6.45565193010721
1988_110,1983,-0.6294935908746915
1988_110,1984,-13.383237289206155
1988_110,1985,15.406746817983668
1988_110,1986,0.1185669937585286
1988_110,1987,-11.323150584057075
1988_110,1988,-11.922738300592142
1988_110,1989,-4.275018289615247
1988_116,1982,8.214941267436403
1988_116,1983,-0.16847739896781277
1988_116,1984,-9.83227634467749
1988_116,1985,17.192442990211934
1988_116,1986,-1.3734210639453732
1988_116,1987,-11.029936733039449
1988_116,1988,-11.064444008912048
1988_116,1989,-4.626363170252591
1988_120,1982,-3.6288820644497544
1988_120,1983,-6.531506790044961
1988_120,1984,-13.571718443614296
1988_120,1985,16.360179585098006
1988_120,1986,-2.1484524350429353
1988_120,1987,-8.87365945495349
1988_120,1988,-2.0185196943407564
1988_120,1989,1.81005518362852
1988_124,1982,13.186494950274879
1988_124,1983,4.641908897223821
1988_124,1984,-9.514039710774453
1988_124,1985,13.498050969997417
1988_124,1986,-1.4773365333504422
1988_124,1987,-6.293487131559995
1988_124,1988,-12.129776513691892
1988_124,1989,-2.8876073101254915
1988_125,1982,12.13185852500577
1988_125,1983,4.638446967391703
1988_125,1984,-6.762786706567005
1988_125,1985,11.438997273354678
1988_125,1986,-0.26125126896745954
1988_125,1987,-5.342252957608507
1988_125,1988,-12.984128192071433
1988_125,1989,-4.419063241138285
1988_139,1982,12.896637683101
1988_139,1983,2.9522597444593663
1988_139,1984,-9.518477779707885
1988_139,1985,14.180387282704507
1988_139,1986,0.9625984559020232
1988_139,1987,-6.958128242325459
1988_139,1988,-9.333894897012796
1988_139,1989,-6.9444368285957605
1988_144,1982,3.4605996213171477
1988_144,1983,-4.0102192599396
1988_144,1984,-9.814023615189791
1988_144,1985,20.584798135485507
1988_144,1986,-0.6015016814446655
1988_144,1987,-7.202630891625977
1988_144,1988,-5.298195968029549
1988_144,1989,4.541894165495336
1988_145,1982,12.095783618509145
1988_145,1983,8.763551761703377
1988_145,1984,-11.028082534501062
1988_145,1985,15.61431084334401
1988_145,1986,-1.885145837028887
1988_145,1987,-7.777715313626133
1988_145,1988,-11.927755249753469
1988_145,1989,-6.079577482679158
1988_152,1982,-0.5348630285123213
1988_152,1983,-2.642169185792859
1988_152,1984,-8.734556595656095
1988_152,1985,19.243594191674713
1988_152,1986,-5.00413104318976
1988_152,1987,-8.824647686961166
1988_152,1988,-2.2997588003665292
1988_152,1989,1.3705157747884074
1988_153,1982,8.188858999111034
1988_153,1983,6.654194545159684
1988_153,1984,-7.448462019711236
1988_153,1985,13.321741467608561
1988_153,1986,-2.2148289449446144
1988_153,1987,-5.013480562572503
1988_153,1988,-12.15042121452013
1988_153,1989,-4.188893136459982
1988_154,1982,0.9637589405565744
1988_154,1983,-1.9253544977946238
1988_154,1984,-9.465831832701214
1988_154,1985,20.456689167519716
1988_154,1986,-2.2700903701540374
1988_154,1987,-6.864575814746268
1988_154,1988,-5.398386469114094
1988_154,1989,3.0666951936919817
1988_16,1982,0.33902715403306366
1988_16,1983,-0.08715260185700657
1988_16,1984,3.787219110677771
1988_16,1985,-1.6781104480993119
1988_16,1986,7.899160180266629
1988_16,1987,-11.993482957996568
1988_16,1988,-13.831235029164112
1988_16,1989,53.7289342707575
1988_19,1982,-10.202143394990495
1988_19,1983,1.0365583967092775
1988_19,1984,-0.22148009493363632
1988_19,1985,6.403869454215159
1988_19,1986,1.6287873187027475
1988_19,1987,-16.412074280960727
1988_19,1988,-13.18788687715791
1988_19,1989,37.45557619457259
1988_20,1982,-3.8212286955180454
1988_20,1983,2.0019211705354896
1988_20,1984,-3.1027770668906753
1988_20,1985,2.2443194746231243
1988_20,1986,0.6516103058290904
1988_20,1987,-16.214300563018288
1988_20,1988,-14.642815403276721
1988_20,1989,47.60702501356556
1988_22,1982,-7.916284543823037
1988_22,1983,0.5047454305617153
1988_22,1984,-3.2101607514949797
1988_22,1985,4.119283241590668
1988_22,1986,0.6456229014508873
1988_22,1987,-17.52544585017898
1988_22,1988,-14.347985099197766
1988_22,1989,40.94024733738921
1988_26,1982,2.4741429119528364
1988_26,1983,-4.896292842867328
1988_26,1984,-7.921210937040441
1988_26,1985,-5.035223978981929
1988_26,1986,0.36095212827807516
1988_26,1987,-10.24804633691111
1988_26,1988,-18.90590277617604
1988_26,1989,-4.294843053529387
1988_30,1982,5.555092122739198
1988_30,1983,-3.0652939409781155
1988_30,1984,-9.086722902264121
1988_30,1985,-2.5339083456289626
1988_30,1986,0.5579329726326575
1988_30,1987,-9.253049297732955
