GID,NFIREID,fire_id,evi_period_start,evi_period_end,total_pixels,mean_evi,fire_processing_time_seconds,total_processing_time_seconds,avg_processing_time_seconds
1994_36,36,1994_36,1994-05-15,1994-06-15,83546,0.24046863988393644,5.083647966384888,6863.984381914139,5.826811869197062
1995_1041,1041,1995_1041,1995-04-30,1995-05-30,153070,0.2136845929051678,3.5026049613952637,6863.984381914139,5.826811869197062
1995_1036,1036,1995_1036,1995-05-02,1995-06-02,68814,0.22358055078259495,3.495864152908325,6863.984381914139,5.826811869197062
1995_1097,1097,1995_1097,1995-05-02,1995-06-02,43613,0.2098737262306517,3.5707430839538574,6863.984381914139,5.826811869197062
1995_1031,1031,1995_1031,1995-05-13,1995-06-13,75868,0.25974054957617865,2.8597970008850098,6863.984381914139,5.826811869197062
1995_1032,1032,1995_1032,1995-05-13,1995-06-13,11708,0.25717139491539825,2.036903142929077,6863.984381914139,5.826811869197062
1995_1079,1079,1995_1079,1995-05-13,1995-06-13,126276,0.2534949070917179,3.788227081298828,6863.984381914139,5.826811869197062
1995_1410,1410,1995_1410,1995-05-13,1995-06-13,10436,0.2908289682522116,2.15372371673584,6863.984381914139,5.826811869197062
1995_1009,1009,1995_1009,1995-05-13,1995-06-13,426087,0.26535787042655595,6.948884963989258,6863.984381914139,5.826811869197062
1995_918,918,1995_918,1995-05-14,1995-06-14,54980,0.2612673988825061,2.6450960636138916,6863.984381914139,5.826811869197062
1995_983,983,1995_983,1995-05-14,1995-06-14,16726,0.2161458664644646,2.1887290477752686,6863.984381914139,5.826811869197062
1995_968,968,1995_968,1995-05-15,1995-06-15,632798,0.263871734153075,6.661327123641968,6863.984381914139,5.826811869197062
1995_996,996,1995_996,1995-05-15,1995-06-15,55462,0.25670823246031915,4.028104066848755,6863.984381914139,5.826811869197062
1995_967,967,1995_967,1995-05-15,1995-06-15,6046,0.2495312283526788,2.3455328941345215,6863.984381914139,5.826811869197062
1995_1412,1412,1995_1412,1995-05-15,1995-06-15,19371,0.25568009518728896,1.798327922821045,6863.984381914139,5.826811869197062
1995_1092,1092,1995_1092,1995-05-17,1995-06-17,2156,0.2353453292933809,1.995091199874878,6863.984381914139,5.826811869197062
1995_1107,1107,1995_1107,1995-05-17,1995-06-17,40587,0.2860303119899189,2.7562198638916016,6863.984381914139,5.826811869197062
1995_948,948,1995_948,1995-05-18,1995-06-18,131016,0.2643265943213178,6.900777101516724,6863.984381914139,5.826811869197062
1995_1415,1415,1995_1415,1995-05-18,1995-06-18,3057,0.30822686611762556,2.098752021789551,6863.984381914139,5.826811869197062
1995_1018,1018,1995_1018,1995-05-18,1995-06-18,98537,0.2409882169285121,3.671971082687378,6863.984381914139,5.826811869197062
1995_995,995,1995_995,1995-05-18,1995-06-18,49505,0.2874731127899267,2.683727979660034,6863.984381914139,5.826811869197062
1995_1180,1180,1995_1180,1995-05-19,1995-06-19,4353,0.19869569477375712,11.368738174438477,6863.984381914139,5.826811869197062
1995_1414,1414,1995_1414,1995-05-20,1995-06-20,7411,0.294333416275973,2.4208498001098633,6863.984381914139,5.826811869197062
1995_1007,1007,1995_1007,1995-05-21,1995-06-21,62025,0.22126214441071526,3.2542190551757812,6863.984381914139,5.826811869197062
1995_1417,1417,1995_1417,1995-05-22,1995-06-22,2386,0.25133704534700513,2.186974048614502,6863.984381914139,5.826811869197062
1996_487,487,1996_487,1996-05-08,1996-06-08,50289,0.24616088466812763,3.9650633335113525,6863.984381914139,5.826811869197062
1996_528,528,1996_528,1996-05-08,1996-06-08,24722,0.26357255294706794,2.487455129623413,6863.984381914139,5.826811869197062
1996_490,490,1996_490,1996-05-08,1996-06-08,7053,0.2512260671896236,1.6494157314300537,6863.984381914139,5.826811869197062
1996_464,464,1996_464,1996-05-09,1996-06-09,118930,0.27360696766261694,7.23312783241272,6863.984381914139,5.826811869197062
1996_472,472,1996_472,1996-05-11,1996-06-11,309203,0.2650017671515789,8.599548101425171,6863.984381914139,5.826811869197062
1996_575,575,1996_575,1996-05-11,1996-06-11,13508,0.2709245385434085,3.118973970413208,6863.984381914139,5.826811869197062
1996_519,519,1996_519,1996-05-11,1996-06-11,12058,0.2849374180536851,1.8959648609161377,6863.984381914139,5.826811869197062
1996_513,513,1996_513,1996-05-11,1996-06-11,31556,0.25560770945750755,4.330099821090698,6863.984381914139,5.826811869197062
1996_587,587,1996_587,1996-05-13,1996-06-13,39370,0.2677726983257255,4.667568922042847,6863.984381914139,5.826811869197062
1996_445,445,1996_445,1996-05-13,1996-06-13,176313,0.23434971328501347,9.795394659042358,6863.984381914139,5.826811869197062
1996_525,525,1996_525,1996-05-13,1996-06-13,163668,0.22989927261522583,6.825269937515259,6863.984381914139,5.826811869197062
1996_551,551,1996_551,1996-05-13,1996-06-13,72885,0.24001455472731945,3.941411018371582,6863.984381914139,5.826811869197062
1996_414,414,1996_414,1996-05-13,1996-06-13,32658,0.27771768308201916,3.8832340240478516,6863.984381914139,5.826811869197062
1996_568,568,1996_568,1996-05-13,1996-06-13,143259,0.22315957936510003,6.645380735397339,6863.984381914139,5.826811869197062
1996_569,569,1996_569,1996-05-14,1996-06-14,24342,0.2676429813753125,3.9382030963897705,6863.984381914139,5.826811869197062
1996_727,727,1996_727,1996-06-17,1996-07-17,0,,1.9726667404174805,6863.984381914139,5.826811869197062
1998_605,605,1998_605,1998-05-27,1998-06-27,20700,0.3544044199402823,2.8789751529693604,6863.984381914139,5.826811869197062
1998_660,660,1998_660,1998-05-29,1998-06-29,4812,0.32583960054883704,1.966665267944336,6863.984381914139,5.826811869197062
1998_871,871,1998_871,1998-06-04,1998-07-04,56,0.3579702317404477,1.7856271266937256,6863.984381914139,5.826811869197062
1998_899,899,1998_899,1998-06-05,1998-07-05,55,0.28825616000116383,1.6127269268035889,6863.984381914139,5.826811869197062
1998_588,588,1998_588,1998-06-05,1998-07-05,0,,1.7623391151428223,6863.984381914139,5.826811869197062
1998_867,867,1998_867,1998-06-05,1998-07-05,1325,0.348392189403743,1.9136812686920166,6863.984381914139,5.826811869197062
1998_597,597,1998_597,1998-06-05,1998-07-05,1476,0.3238166822631584,1.9945018291473389,6863.984381914139,5.826811869197062
1998_881,881,1998_881,1998-06-05,1998-07-05,0,,1.9577600955963135,6863.984381914139,5.826811869197062
1998_595,595,1998_595,1998-06-05,1998-07-05,0,,1.9365549087524414,6863.984381914139,5.826811869197062
1998_892,892,1998_892,1998-06-05,1998-07-05,1241,0.3185648304271847,1.332162857055664,6863.984381914139,5.826811869197062
1998_888,888,1998_888,1998-06-05,1998-07-05,0,,2.1192519664764404,6863.984381914139,5.826811869197062
1998_874,874,1998_874,1998-06-06,1998-07-06,6501,0.31576413503771494,2.741198778152466,6863.984381914139,5.826811869197062
1998_875,875,1998_875,1998-06-06,1998-07-06,0,,2.2143728733062744,6863.984381914139,5.826811869197062
1998_896,896,1998_896,1998-06-07,1998-07-07,1697,0.34041979916434384,1.6329808235168457,6863.984381914139,5.826811869197062
1998_618,618,1998_618,1998-06-07,1998-07-07,2859,0.29787061315215135,1.6796278953552246,6863.984381914139,5.826811869197062
1998_885,885,1998_885,1998-06-07,1998-07-07,5739,0.2235473168546005,2.0794081687927246,6863.984381914139,5.826811869197062
1998_866,866,1998_866,1998-06-08,1998-07-08,0,,1.6395299434661865,6863.984381914139,5.826811869197062
1998_870,870,1998_870,1998-06-08,1998-07-08,0,,1.77817964553833,6863.984381914139,5.826811869197062
1998_890,890,1998_890,1998-06-08,1998-07-08,904,0.3279257924438176,1.6571400165557861,6863.984381914139,5.826811869197062
1998_884,884,1998_884,1998-06-08,1998-07-08,0,,1.7804858684539795,6863.984381914139,5.826811869197062
1998_625,625,1998_625,1998-06-09,1998-07-09,1710,0.3806853043341672,1.4539730548858643,6863.984381914139,5.826811869197062
1998_879,879,1998_879,1998-06-09,1998-07-09,562,0.3569053540573971,1.786628007888794,6863.984381914139,5.826811869197062
1998_880,880,1998_880,1998-06-09,1998-07-09,678,0.365832612026418,1.778970718383789,6863.984381914139,5.826811869197062
1998_872,872,1998_872,1998-06-09,1998-07-09,473,0.30332616177096255,2.1586709022521973,6863.984381914139,5.826811869197062
1998_610,610,1998_610,1998-06-10,1998-07-10,0,,2.0702850818634033,6863.984381914139,5.826811869197062
1998_675,675,1998_675,1998-07-06,1998-08-06,0,,1.701084852218628,6863.984381914139,5.826811869197062
1999_430,430,1999_430,1999-04-29,1999-05-29,23256,0.25230863504238477,3.498060941696167,6863.984381914139,5.826811869197062
1999_435,435,1999_435,1999-05-03,1999-06-03,326979,0.2627997862760957,11.502928256988525,6863.984381914139,5.826811869197062
1999_700,700,1999_700,1999-07-26,1999-08-26,507,0.3525789117722064,1.7954339981079102,6863.984381914139,5.826811869197062
1999_714,714,1999_714,1999-07-29,1999-08-29,1456,0.3321873847474893,2.592100143432617,6863.984381914139,5.826811869197062
2000_540,540,2000_540,2000-06-30,2000-07-30,722,0.292400293471744,5.328775882720947,6863.984381914139,5.826811869197062
2000_538,538,2000_538,2000-06-30,2000-07-31,440,0.3880116433706532,1.7095839977264404,6863.984381914139,5.826811869197062
2000_539,539,2000_539,2000-06-30,2000-07-31,166,0.2821539048228811,1.2711338996887207,6863.984381914139,5.826811869197062
2000_543,543,2000_543,2000-06-30,2000-07-31,670,0.35942036194597193,1.7534689903259277,6863.984381914139,5.826811869197062
2001_354,354,2001_354,2001-05-08,2001-06-08,559,0.31055786293463944,2.02050518989563,6863.984381914139,5.826811869197062
