GID,date,cmi_anomaly
1986_45,1984-06-01,51.02862733340269
1986_45,1984-07-01,32.3747195618644
1986_45,1984-08-01,-4.404230629712515
1986_45,1984-09-01,76.21249877351624
1986_45,1984-10-01,26.93764119554529
1986_45,1984-11-01,50.251898779831855
1986_45,1984-12-01,16.784428507873812
1986_45,1985-01-01,-4.62427368092699
1986_45,1985-02-01,-11.5689529365027
1986_45,1985-03-01,11.17796015558541
1986_45,1985-04-01,85.59306080779632
1986_45,1985-05-01,34.61560344423355
1986_45,1985-06-01,131.81328629748023
1986_45,1985-07-01,65.00159623255976
1986_45,1985-08-01,85.08838951218956
1986_45,1985-09-01,129.75983242883294
1986_45,1985-10-01,30.657907324173074
1986_45,1985-11-01,35.73321371350341
1986_45,1985-12-01,-2.5556845712910103
1986_45,1986-01-01,-1.2137204677657927
1986_45,1986-02-01,-11.51731796948784
1986_45,1986-03-01,18.913492361451688
1986_45,1986-04-01,25.55839796485779
1986_45,1986-05-01,-115.47249195646572
1986_49,1983-06-01,-76.44042938486986
1986_49,1983-07-01,41.74522273453975
1986_49,1983-08-01,26.014026592216545
1986_49,1983-09-01,-3.043792229298333
1986_49,1983-10-01,42.00252298777011
1986_49,1983-11-01,74.19210709603179
1986_49,1983-12-01,-4.939618413456209
1986_49,1984-01-01,-2.016388695683389
1986_49,1984-02-01,2.122789531067639
1986_49,1984-03-01,-13.26865436925968
1986_49,1984-04-01,-30.079721717356037
1986_49,1984-05-01,-29.43157465461686
1986_49,1984-06-01,41.76403845524311
1986_49,1984-07-01,22.569559387599817
1986_49,1984-08-01,-5.993702667594249
1986_49,1984-09-01,84.11046387377667
1986_49,1984-10-01,31.418806593284806
1986_49,1984-11-01,54.64364119914538
1986_49,1984-12-01,14.903663992562201
1986_49,1985-01-01,-3.8829459845505916
1986_49,1985-02-01,-10.95057085787272
1986_49,1985-03-01,12.091781210414922
1986_49,1985-04-01,78.79230387241134
1986_49,1985-05-01,36.24438202795322
1986_49,1985-06-01,120.43258590404253
1986_49,1985-07-01,53.34065560603108
1986_49,1985-08-01,81.99488954185588
1986_49,1985-09-01,103.1189079592184
1986_49,1985-10-01,28.180605606575696
1986_49,1985-11-01,25.23218815598542
1986_49,1985-12-01,-2.1108226514993795
1986_49,1986-01-01,-0.6855389811061912
1986_49,1986-02-01,-10.992324227534
1986_49,1986-03-01,16.56259124342045
1986_49,1986-04-01,30.960455778796593
1986_49,1986-05-01,-106.42629287760059
1986_54,1983-05-01,30.526773466279348
1986_54,1983-06-01,-0.8231412196226238
1986_54,1983-07-01,49.349971072047026
1986_54,1983-08-01,34.672006051848015
1986_54,1983-09-01,4.157776998764387
1986_54,1983-10-01,52.94344613017746
1986_54,1983-11-01,57.92582753532905
1986_54,1983-12-01,-5.247859607523093
1986_54,1984-01-01,4.098402624895751
1986_54,1984-02-01,3.1748133241739716
1986_54,1984-03-01,-14.932964404495142
1986_54,1984-04-01,-7.085030689551441
1986_54,1984-05-01,-18.039951640009836
1986_54,1984-06-01,43.787724395834715
1986_54,1984-07-01,52.27742650707222
1986_54,1984-08-01,11.554180607154162
1986_54,1984-09-01,56.16584665547998
1986_54,1984-10-01,18.353702656121985
1986_54,1984-11-01,48.18114896940834
1986_54,1984-12-01,13.022118008488757
1986_54,1985-01-01,-2.3095926844224195
1986_54,1985-02-01,-4.818284734549962
1986_54,1985-03-01,16.073592876483804
1986_54,1985-04-01,4.243344893590653
1986_54,1985-05-01,36.72407773910162
1986_54,1985-06-01,204.6336683672976
1986_54,1985-07-01,26.08826187719301
1986_54,1985-08-01,91.82501493286124
1986_54,1985-09-01,73.74984938721943
1986_54,1985-10-01,16.36828533051779
1986_54,1985-11-01,4.467939608062011
1986_54,1985-12-01,-2.4163673650167006
1986_54,1986-01-01,3.26288290801757
1986_54,1986-02-01,-6.498520048590919
1986_54,1986-03-01,7.840552726220679
1986_54,1986-04-01,61.867649915385044
1986_56,1983-05-01,29.825833437576264
1986_56,1983-06-01,-23.200173592459137
1986_56,1983-07-01,58.31386483998993
1986_56,1983-08-01,37.20634388558251
1986_56,1983-09-01,17.00628865039954
1986_56,1983-10-01,60.295901179584064
1986_56,1983-11-01,56.50033091263819
1986_56,1983-12-01,-4.770116631992575
1986_56,1984-01-01,6.519453191713492
1986_56,1984-02-01,4.271330138145171
1986_56,1984-03-01,-14.08316024195856
1986_56,1984-04-01,0.8054978847072718
1986_56,1984-05-01,-13.926433289792577
1986_56,1984-06-01,46.8927443099884
1986_56,1984-07-01,54.695565990794535
1986_56,1984-08-01,16.918336472272642
1986_56,1984-09-01,57.12935832186422
1986_56,1984-10-01,17.56983811904344
1986_56,1984-11-01,46.66174926525218
1986_56,1984-12-01,8.916635521254943
1986_56,1985-01-01,-1.0898050033118878
1986_56,1985-02-01,-3.5662213869899695
1986_56,1985-03-01,12.918103162330695
1986_56,1985-04-01,10.545314844666414
1986_56,1985-05-01,48.21256491964441
1986_56,1985-06-01,196.96569303274416
1986_56,1985-07-01,42.77299178284275
1986_56,1985-08-01,101.33114125278786
1986_56,1985-09-01,69.56580369146832
1986_56,1985-10-01,19.23764502791777
1986_56,1985-11-01,5.058764643162782
1986_56,1985-12-01,-1.2423199222984778
1986_56,1986-01-01,4.023011558213721
1986_56,1986-02-01,-5.513389149833685
1986_56,1986-03-01,7.338964978473452
1986_56,1986-04-01,57.74744242505585
1986_57,1983-06-01,-69.24814640571925
1986_57,1983-07-01,36.81552345250779
1986_57,1983-08-01,43.281126495537535
1986_57,1983-09-01,2.6244026490052015
1986_57,1983-10-01,41.20353029485051
1986_57,1983-11-01,75.26847494004961
1986_57,1983-12-01,-5.640542018854962
1986_57,1984-01-01,-2.529814511872612
1986_57,1984-02-01,1.3649318399096373
1986_57,1984-03-01,-14.413224828278791
1986_57,1984-04-01,-23.275599084177493
1986_57,1984-05-01,-29.172271619696343
1986_57,1984-06-01,47.56509011362917
1986_57,1984-07-01,23.518781407811705
1986_57,1984-08-01,12.230273749156996
1986_57,1984-09-01,82.45056896425412
1986_57,1984-10-01,27.618534245167137
1986_57,1984-11-01,56.87573726431977
1986_57,1984-12-01,13.56671764601909
1986_57,1985-01-01,-4.376583871464991
1986_57,1985-02-01,-11.261546924245392
1986_57,1985-03-01,13.07439133855748
1986_57,1985-04-01,69.88245688325932
1986_57,1985-05-01,42.01046320560036
1986_57,1985-06-01,125.21091597913278
1986_57,1985-07-01,54.00851702583546
1986_57,1985-08-01,77.26929744648518
1986_57,1985-09-01,101.70724006696071
1986_57,1985-10-01,28.38115950772252
1986_57,1985-11-01,19.50251387087697
1986_57,1985-12-01,-2.5980906983987104
1986_57,1986-01-01,-1.2740533741324285
1986_57,1986-02-01,-11.7551169123492
1986_57,1986-03-01,12.95118692200995
1986_57,1986-04-01,33.50323197181331
1986_57,1986-05-01,-102.46181477883387
1986_58,1983-06-01,-67.45922806210729
1986_58,1983-07-01,31.474004262594413
1986_58,1983-08-01,46.210295588817104
1986_58,1983-09-01,-1.2620595062655795
1986_58,1983-10-01,38.50842388279308
1986_58,1983-11-01,75.4126371131618
1986_58,1983-12-01,-5.797479924865488
1986_58,1984-01-01,-2.5863425433599083
1986_58,1984-02-01,1.8003523527241008
1986_58,1984-03-01,-14.67910961105904
1986_58,1984-04-01,-23.61764971083791
1986_58,1984-05-01,-31.349216050836013
1986_58,1984-06-01,46.17078663685169
1986_58,1984-07-01,22.05167347893378
1986_58,1984-08-01,12.024886159964922
1986_58,1984-09-01,73.29080322083828
1986_58,1984-10-01,21.798212081062516
1986_58,1984-11-01,57.871817785475315
1986_58,1984-12-01,13.340193383076091
1986_58,1985-01-01,-4.455322667904969
1986_58,1985-02-01,-11.16907988746977
1986_58,1985-03-01,13.929695755503928
1986_58,1985-04-01,64.97865645018166
1986_58,1985-05-01,42.798600035441055
1986_58,1985-06-01,126.1036093239808
1986_58,1985-07-01,51.41887366411099
1986_58,1985-08-01,68.73262788192451
1986_58,1985-09-01,96.38648377120163
1986_58,1985-10-01,23.955822824769264
1986_58,1985-11-01,16.457775095588524
1986_58,1985-12-01,-2.737124774569139
1986_58,1986-01-01,-1.4748714491688304
1986_58,1986-02-01,-11.974154552511639
1986_58,1986-03-01,11.737815707807158
1986_58,1986-04-01,30.763604955693935
1986_58,1986-05-01,-107.52009970792435
1986_60,1983-06-01,-49.075275214483
1986_60,1983-07-01,44.52175774823064
1986_60,1983-08-01,25.093844707490327
1986_60,1983-09-01,19.221324760972863
1986_60,1983-10-01,58.29745193110416
1986_60,1983-11-01,56.20664543847482
1986_60,1983-12-01,-4.38281107426474
1986_60,1984-01-01,7.57336844876777
1986_60,1984-02-01,3.5967707923210206
1986_60,1984-03-01,-13.86229118003922
1986_60,1984-04-01,-1.4563262745383625
1986_60,1984-05-01,-14.336883195313625
1986_60,1984-06-01,36.724705507330356
1986_60,1984-07-01,54.871016379921656
1986_60,1984-08-01,19.115617466741583
1986_60,1984-09-01,50.097253042714016
1986_60,1984-10-01,2.9057859672244497
1986_60,1984-11-01,48.262080456290334
1986_60,1984-12-01,6.70339417425626
1986_60,1985-01-01,-0.5963800250969804
1986_60,1985-02-01,-3.0355216923854087
1986_60,1985-03-01,8.624556046239917
1986_60,1985-04-01,2.023792451533158
1986_60,1985-05-01,38.82582823058759
1986_60,1985-06-01,182.69735330545714
1986_60,1985-07-01,46.849607602255915
1986_60,1985-08-01,94.35213787701551
1986_60,1985-09-01,64.37776499845711
1986_60,1985-10-01,14.528107393713377
1986_60,1985-11-01,7.429036369658089
1986_60,1985-12-01,-0.3387287594018815
1986_60,1986-01-01,4.196427252147309
1986_60,1986-02-01,-6.18582492514674
1986_60,1986-03-01,6.832091379795909
1986_60,1986-04-01,55.91732729088105
1986_60,1986-05-01,-97.31415074455262
1986_70,1983-08-01,40.874170241777506
1986_70,1983-09-01,16.119601029786228
1986_70,1983-10-01,60.73801700709397
1986_70,1983-11-01,64.40381739256523
1986_70,1983-12-01,-7.125828568943319
1986_70,1984-01-01,1.56511910632614
1986_70,1984-02-01,-0.27097889868857905
1986_70,1984-03-01,-16.92703964605417
1986_70,1984-04-01,-5.367620245837735
1986_70,1984-05-01,-19.92659435708566
1986_70,1984-06-01,31.22392599373676
1986_70,1984-07-01,13.298984008776547
1986_70,1984-08-01,26.038547230536953
1986_70,1984-09-01,74.09611503620599
1986_70,1984-10-01,10.302428299725317
1986_70,1984-11-01,68.89044650939465
1986_70,1984-12-01,7.417632341065261
1986_70,1985-01-01,-3.4049924313508804
1986_70,1985-02-01,-7.605455077042389
1986_70,1985-03-01,11.91631139468382
1986_70,1985-04-01,0.6929631955409796
1986_70,1985-05-01,35.21077331222327
1986_70,1985-06-01,174.59294451455378
1986_70,1985-07-01,45.69101480495425
1986_70,1985-08-01,68.32848512758515
1986_70,1985-09-01,90.80402275595577
1986_70,1985-10-01,21.595738716777472
1986_70,1985-11-01,3.3716321495537898
1986_70,1985-12-01,-0.8077620006739288
1986_70,1986-01-01,1.5972432158923482
1986_70,1986-02-01,-12.98377620621753
1986_70,1986-03-01,10.796690035496507
1986_70,1986-04-01,55.39319482100808
1986_70,1986-05-01,-90.83214097720061
1986_70,1986-06-01,-3.340431456478907
1986_70,1986-07-01,79.2609332674681
1987_101,1984-06-01,11.666444033071564
1987_101,1984-07-01,20.45062047503486
1987_101,1984-08-01,42.342527968420065
1987_101,1984-09-01,66.82390923925641
1987_101,1984-10-01,20.95093780373751
1987_101,1984-11-01,68.90238148971576
1987_101,1984-12-01,6.443160101823569
1987_101,1985-01-01,-0.5146745346158816
1987_101,1985-02-01,-4.046393777874222
1987_101,1985-03-01,10.843268312590894
1987_101,1985-04-01,12.27707410168555
1987_101,1985-05-01,44.38171522620471
1987_101,1985-06-01,186.35793351487112
1987_101,1985-07-01,49.281370100640906
1987_101,1985-08-01,67.82830352244878
1987_101,1985-09-01,78.54796817828321
1987_101,1985-10-01,17.74480715139174
1987_101,1985-11-01,1.6957638164432396
1987_101,1985-12-01,0.9600014763141189
1987_101,1986-01-01,3.6002001668543464
1987_101,1986-02-01,-10.750584597902641
1987_101,1986-03-01,11.860438189172697
1987_101,1986-04-01,59.621841379804714
1987_101,1986-05-01,-92.36688901384159
1987_101,1986-06-01,3.7859603371302626
1987_101,1986-07-01,73.47130941638858
1987_101,1986-08-01,56.7670263332387
1987_101,1986-09-01,73.38225556753326
1987_101,1986-10-01,29.59439100185636
1987_101,1986-11-01,16.70501904861802
1987_101,1986-12-01,4.36431967768819
1987_101,1987-01-01,-7.157304371921999
1987_101,1987-02-01,0.9367229945015296
1987_101,1987-03-01,-3.4973758309550718
1987_101,1987-04-01,-14.952606145362182
1987_101,1987-05-01,-23.550032885772744
1987_12,1984-05-01,-4.485269791825765
1987_12,1984-06-01,102.90029383922743
1987_12,1984-07-01,78.28764514797686
1987_12,1984-08-01,-2.7228250910990255
1987_12,1984-09-01,12.045598460615103
1987_12,1984-10-01,45.777563605154945
1987_12,1984-11-01,27.211112822064464
1987_12,1984-12-01,34.12727117506493
1987_12,1985-01-01,-9.777987807937762
1987_12,1985-02-01,-16.00135014091947
1987_12,1985-03-01,-1.535322029977074
1987_12,1985-04-01,10.779352073086265
1987_12,1985-05-01,45.5362433310567
1987_12,1985-06-01,51.65618146746181
1987_12,1985-07-01,106.4597159754953
1987_12,1985-08-01,66.46889087793485
1987_12,1985-09-01,156.79214725220277
1987_12,1985-10-01,35.786645774117424
1987_12,1985-11-01,45.20636682782226
1987_12,1985-12-01,-15.861965272539742
1987_12,1986-01-01,-6.733898852016861
1987_12,1986-02-01,-3.8544528429133607
1987_12,1986-03-01,0.5653518921478522
1987_12,1986-04-01,-6.075858571927956
1987_12,1986-05-01,-91.25349855206247
1987_12,1986-06-01,64.38727140726942
1987_12,1986-07-01,45.89684608211541
1987_12,1986-08-01,65.47987717689674
1987_12,1986-09-01,54.651851584199314
1987_12,1986-10-01,27.238872182768134
1987_12,1986-11-01,33.25289173907692
1987_12,1986-12-01,-10.284456154978582
1987_12,1987-01-01,-21.43787128164248
1987_12,1987-02-01,-12.74303602687737
1987_12,1987-03-01,-14.985712973085498
1987_12,1987-04-01,-90.81149188632756
1987_17,1984-05-01,-11.660985059369299
1987_17,1984-06-01,106.85342963950667
1987_17,1984-07-01,137.77632628061446
1987_17,1984-08-01,23.19273718909491
1987_17,1984-09-01,41.45659057709324
1987_17,1984-10-01,54.206188492934004
1987_17,1984-11-01,37.209715137101284
1987_17,1984-12-01,34.11066562809272
1987_17,1985-01-01,-5.896825063111688
1987_17,1985-02-01,-11.550496926891288
1987_17,1985-03-01,-2.338033409393457
1987_17,1985-04-01,26.314814903982242
1987_17,1985-05-01,62.143647874861514
1987_17,1985-06-01,67.237631353419
1987_17,1985-07-01,126.09893927440477
1987_17,1985-08-01,77.54413974764387
1987_17,1985-09-01,121.08852148039217
1987_17,1985-10-01,46.429539215589855
1987_17,1985-11-01,46.53581035382831
1987_17,1985-12-01,-12.042221839174239
1987_17,1986-01-01,-2.862174109693317
1987_17,1986-02-01,-0.06637224834746291
1987_17,1986-03-01,6.358322646959959
1987_17,1986-04-01,6.194734973590119
1987_17,1986-05-01,-85.12054073828915
1987_17,1986-06-01,44.63531204240823
1987_17,1986-07-01,54.90257372656518
1987_17,1986-08-01,50.66841724799248
1987_17,1986-09-01,83.06676593652473
1987_17,1986-10-01,26.122667538567452
1987_17,1986-11-01,36.978346846870664
1987_17,1986-12-01,-6.167095431566889
1987_17,1987-01-01,-20.168036002890346
1987_17,1987-02-01,-7.1831556216713786
1987_17,1987-03-01,-9.4954659912893291
1987_17,1987-04-01,-88.15569745754439
1987_29,1984-06-01,69.57723525362016
1987_29,1984-07-01,47.838128490236265
1987_29,1984-08-01,-18.197669795170157
1987_29,1984-09-01,38.887906228732696
1987_29,1984-10-01,33.04263825911025
1987_29,1984-11-01,45.07298905571803
1987_29,1984-12-01,53.98886823622217
1987_29,1985-01-01,-5.7866638600312506
1987_29,1985-02-01,-10.416175639977219
1987_29,1985-03-01,3.9013006801529215
1987_29,1985-04-01,19.042154821206786
1987_29,1985-05-01,0.698337800096926
1987_29,1985-06-01,67.57704537576558
1987_29,1985-07-01,84.07273515473838
1987_29,1985-08-01,55.7521457886888
1987_29,1985-09-01,106.16769618394335
1987_29,1985-10-01,45.8249106484765
1987_29,1985-11-01,85.43858139786775
1987_29,1985-12-01,-10.40026924383032
1987_29,1986-01-01,-4.877762291576779
1987_29,1986-02-01,-6.9178005401713385
1987_29,1986-03-01,9.50168578687748
1987_29,1986-04-01,8.728778729413229
1987_29,1986-05-01,-136.2089835357122
1987_29,1986-06-01,48.73435427108395
1987_29,1986-07-01,51.27054128247159
1987_29,1986-08-01,5.101336133258165
1987_29,1986-09-01,71.6479294015387
1987_29,1986-10-01,25.302612606555563
1987_29,1986-11-01,30.626863320535982
1987_29,1986-12-01,2.171323397481153
1987_29,1987-01-01,-17.49002892209962
1987_29,1987-02-01,-6.631321544569921
1987_29,1987-03-01,-3.5876615328074415
1987_29,1987-04-01,-65.53680183547078
1987_29,1987-05-01,-31.357148020997094
1987_30,1984-05-01,-5.767498684115935
1987_30,1984-06-01,69.1148637372136
1987_30,1984-07-01,72.92077812836715
1987_30,1984-08-01,6.1922733086969615
1987_30,1984-09-01,67.85969138790801
1987_30,1984-10-01,39.16354395410847
1987_30,1984-11-01,37.43221718436033
1987_30,1984-12-01,18.38165834785064
1987_30,1985-01-01,-4.04385583233028
1987_30,1985-02-01,-7.71909047616715
1987_30,1985-03-01,4.342968437403989
1987_30,1985-04-01,65.16100423404788
1987_30,1985-05-01,19.354110878333394
1987_30,1985-06-01,139.87218365003451
1987_30,1985-07-01,63.74577740135418
1987_30,1985-08-01,101.91223070341863
1987_30,1985-09-01,108.92262323858634
1987_30,1985-10-01,35.836076295341314
1987_30,1985-11-01,18.7363720335836
1987_30,1985-12-01,-5.101483329756
1987_30,1986-01-01,-2.8267223899300475
1987_30,1986-02-01,-5.242241452938202
1987_30,1986-03-01,24.060477272577245
1987_30,1986-04-01,49.944144865740306
1987_30,1986-05-01,-102.8761480844862
1987_30,1986-06-01,15.01212169360506
1987_30,1986-07-01,75.75117409266628
1987_30,1986-08-01,21.114516438549067
1987_30,1986-09-01,103.0226331596678
1987_30,1986-10-01,12.194229999741069
1987_30,1986-11-01,38.715752139103465
1987_30,1986-12-01,4.116846822063227
1987_30,1987-01-01,-15.32175752138784
1987_30,1987-02-01,-4.814569891072022
1987_30,1987-03-01,-2.1150061389468604
1987_30,1987-04-01,-66.41444379824628
1987_31,1984-05-01,3.7493557032635856
1987_31,1984-06-01,72.28041876654255
1987_31,1984-07-01,140.73036810964447
1987_31,1984-08-01,7.102870642606231
1987_31,1984-09-01,48.13052913729916
1987_31,1984-10-01,97.78990297775599
1987_31,1984-11-01,26.116384334017976
1987_31,1984-12-01,9.100490368729208
1987_31,1985-01-01,5.707436432492468
1987_31,1985-02-01,-0.19421947224190106
1987_31,1985-03-01,9.03876195209343
1987_31,1985-04-01,-11.001058077711587
1987_31,1985-05-01,-2.2707945730880397
1987_31,1985-06-01,111.97700773856539
1987_31,1985-07-01,46.975070320688815
1987_31,1985-08-01,137.8886652647581
1987_31,1985-09-01,37.01266442141417
1987_31,1985-10-01,22.685687245057895
1987_31,1985-11-01,25.04416738903532
1987_31,1985-12-01,6.708437821845472
1987_31,1986-01-01,5.037548577453162
1987_31,1986-02-01,5.508540939728519
1987_31,1986-03-01,26.70845038205884
1987_31,1986-04-01,68.02621582823151
1987_31,1986-05-01,-99.44532099921679
1987_31,1986-06-01,15.909596465895294
1987_31,1986-07-01,91.92217904381454
1987_31,1986-08-01,57.65421218627229
1987_31,1986-09-01,97.82458650541128
1987_31,1986-10-01,13.170386861781726
1987_31,1986-11-01,68.01710086463315
1987_31,1986-12-01,7.225714201921541
1987_31,1987-01-01,-10.83597567348845
1987_31,1987-02-01,4.628113508395302
1987_31,1987-03-01,-0.3676816832912415
1987_31,1987-04-01,-56.87304420394831
1987_33,1984-06-01,54.464047804477204
1987_33,1984-07-01,51.8290751993281
1987_33,1984-08-01,-16.91373945612801
1987_33,1984-09-01,35.41143521242134
1987_33,1984-10-01,21.12067824120442
1987_33,1984-11-01,42.803752340261326
1987_33,1984-12-01,56.286888956704004
1987_33,1985-01-01,-5.303008526512301
1987_33,1985-02-01,-9.131225264420312
1987_33,1985-03-01,8.030271780006398
1987_33,1985-04-01,14.594322067054126
1987_33,1985-05-01,-2.816378955366389
1987_33,1985-06-01,71.99784746362273
1987_33,1985-07-01,87.24126998460815
1987_33,1985-08-01,59.20536468648443
1987_33,1985-09-01,82.19180564780531
1987_33,1985-10-01,40.058699898250154
1987_33,1985-11-01,87.97192125592282
1987_33,1985-12-01,-9.230311129206331
1987_33,1986-01-01,-4.837327096607641
1987_33,1986-02-01,-6.1924483720881796
1987_33,1986-03-01,9.49551014963227
1987_33,1986-04-01,13.836294409724392
1987_33,1986-05-01,-136.7593379465882
1987_33,1986-06-01,44.54143713353348
1987_33,1986-07-01,26.976770887580603
1987_33,1986-08-01,12.038233910256178
1987_33,1986-09-01,66.58930939598915
1987_33,1986-10-01,20.93964199809844
1987_33,1986-11-01,24.104573805994317
1987_33,1986-12-01,-0.1081286880138812
1987_33,1987-01-01,-15.166452710170331
1987_33,1987-02-01,-8.081494207304942
1987_33,1987-03-01,1.1274169402836485
1987_33,1987-04-01,-66.47188590194358
1987_33,1987-05-01,-52.627263937285804
