GID,tif,median,percentile_95
1990_24,1990_24_rbr_w_offset.tif,259.5279541015625,426.3175964355469
1989_1302,1989_1302_rbr_w_offset.tif,168.91766357421875,350.3490295410156
2017_2115,2017_2115_rbr_w_offset.tif,-0.46070554852485657,16.024404525756836
1995_1404,1995_1404_rbr_w_offset.tif,231.70120239257812,503.0356750488281
2023_1633,2023_1633_rbr_w_offset.tif,200.01889038085938,369.2001037597656
2011_377,2011_377_rbr_w_offset.tif,203.7079315185547,419.66302490234375
1988_145,1988_145_rbr_w_offset.tif,263.46209716796875,391.27081298828125
2021_2317,2021_2317_rbr_w_offset.tif,274.3155212402344,476.3072204589844
1988_86,1988_86_rbr_w_offset.tif,367.6470642089844,483.607666015625
2001_354,2001_354_rbr_w_offset.tif,324.51617431640625,467.93115234375
1988_60,1988_60_rbr_w_offset.tif,226.22386169433594,388.66033935546875
2021_1204,2021_1204_rbr_w_offset.tif,170.59510803222656,395.1522216796875
1988_120,1988_120_rbr_w_offset.tif,199.03245544433594,414.27630615234375
2021_1303,2021_1303_rbr_w_offset.tif,103.20301818847656,249.05662536621094
1989_1465,1989_1465_rbr_w_offset.tif,317.3559875488281,513.935546875
1990_99,1990_99_rbr_w_offset.tif,-29.113256454467773,385.2522888183594
1996_600,1996_600_rbr_w_offset.tif,209.5391845703125,429.6179504394531
1998_860,1998_860_rbr_w_offset.tif,213.7107696533203,440.4464111328125
2002_724,2002_724_rbr_w_offset.tif,287.1044921875,467.06683349609375
2013_1188,2013_1188_rbr_w_offset.tif,155.96560668945312,369.20245361328125
1998_899,1998_899_rbr_w_offset.tif,-3.37066912651062,26.09367561340332
2024_467,2024_467_rbr_w_offset.tif,271.8935852050781,514.579345703125
1999_389,1999_389_rbr_w_offset.tif,275.23388671875,402.32305908203125
1993_11,1993_11_rbr_w_offset.tif,283.46673583984375,450.702392578125
2000_386,2000_386_rbr_w_offset.tif,228.98690795898438,390.3558044433594
2012_665,2012_665_rbr_w_offset.tif,227.44503784179688,355.66680908203125
1996_525,1996_525_rbr_w_offset.tif,97.68501281738281,402.4419860839844
2020_531,2020_531_rbr_w_offset.tif,182.52479553222656,397.7294921875
2002_623,2002_623_rbr_w_offset.tif,240.0342559814453,385.17828369140625
1999_453,1999_453_rbr_w_offset.tif,340.84765625,494.3616943359375
2003_532,2003_532_rbr_w_offset.tif,354.8851318359375,504.17626953125
1988_101,1988_101_rbr_w_offset.tif,325.79937744140625,484.7352294921875
2007_380,2007_380_rbr_w_offset.tif,134.41065979003906,240.2904510498047
2013_749,2013_749_rbr_w_offset.tif,140.96282958984375,427.97650146484375
2023_186,2023_186_rbr_w_offset.tif,231.13197326660156,402.6270751953125
2015_1993,2015_1993_rbr_w_offset.tif,294.7647705078125,432.1235656738281
1988_99,1988_99_rbr_w_offset.tif,15.04899787902832,448.97747802734375
1988_41,1988_41_rbr_w_offset.tif,114.03800964355469,350.87939453125
2003_569,2003_569_rbr_w_offset.tif,-47.2037239074707,294.8003234863281
2011_454,2011_454_rbr_w_offset.tif,310.3647766113281,516.568359375
1992_30,1992_30_rbr_w_offset.tif,20.600746154785156,343.7948303222656
1995_1327,1995_1327_rbr_w_offset.tif,153.45712280273438,339.5784606933594
1989_849,1989_849_rbr_w_offset.tif,344.65557861328125,494.1706848144531
2018_1717,2018_1717_rbr_w_offset.tif,12.268733978271484,357.0909729003906
2010_878,2010_878_rbr_w_offset.tif,-51.10131072998047,227.46072387695312
1995_1220,1995_1220_rbr_w_offset.tif,175.78875732421875,461.2660827636719
2011_356,2011_356_rbr_w_offset.tif,322.23974609375,474.34014892578125
2023_201,2023_201_rbr_w_offset.tif,306.1063537597656,463.63494873046875
2011_368,2011_368_rbr_w_offset.tif,316.19293212890625,485.9432067871094
2017_3694,2017_3694_rbr_w_offset.tif,17.863298416137695,212.27548217773438
1996_644,1996_644_rbr_w_offset.tif,180.61672973632812,412.0772705078125
2006_710,2006_710_rbr_w_offset.tif,120.84059143066406,194.31289672851562
2006_617,2006_617_rbr_w_offset.tif,261.0059509277344,402.1229553222656
2009_367,2009_367_rbr_w_offset.tif,132.84173583984375,379.3734436035156
1996_598,1996_598_rbr_w_offset.tif,130.29019165039062,417.0854797363281
1996_540,1996_540_rbr_w_offset.tif,250.9180908203125,500.0940246582031
2010_546,2010_546_rbr_w_offset.tif,191.17532348632812,461.69061279296875
1998_583,1998_583_rbr_w_offset.tif,295.0716857910156,395.39044189453125
1995_1165,1995_1165_rbr_w_offset.tif,278.1634216308594,478.2841796875
1988_125,1988_125_rbr_w_offset.tif,103.6778793334961,288.0654602050781
1988_65,1988_65_rbr_w_offset.tif,292.31182861328125,490.5201721191406
1988_83,1988_83_rbr_w_offset.tif,332.43505859375,515.88134765625
2013_850,2013_850_rbr_w_offset.tif,99.37398529052734,285.2550964355469
2006_751,2006_751_rbr_w_offset.tif,197.8820037841797,306.62774658203125
