GID,ecoregion,YEAR,fire_cause,size_ha,lon,lat,start_date,end_date,ecoregion_lvl,PRESCRI
2014_891,Big Trout Lake,2014,Natural,52.509517403,-89.0475182833703,53.540084665084,2014-08-08,2014-09-06,1,
2014_937,Big Trout Lake,2014,Undetermined,4311.04420655,-93.9967280338021,53.4405576304421,2014-07-03,2014-07-05,1,
1999_376,Big Trout Lake,1999,Undetermined,19.0798670835,-89.0524576280926,54.313891327552,1999-05-02,1999-05-03,1,
1999_386,Big Trout Lake,1999,Natural,381.245259869,-87.6418076713506,53.8589449122142,1999-05-29,1999-06-01,1,
2013_702,Big Trout Lake,2013,Natural,160.013546376,-90.0047295850959,54.3996118024305,2013-06-21,2013-08-15,1,
2013_724,Big Trout Lake,2013,Natural,412.358536699,-89.7861080399416,54.1068112673129,2013-07-01,2013-08-20,1,
2013_726,Big Trout Lake,2013,Natural,681.099527673,-87.765223076885,53.9405791417432,2013-07-05,2013-07-07,1,
2013_728,Big Trout Lake,2013,Natural,629.514698471,-89.9306718983486,54.0437925915375,2013-06-08,2013-07-11,1,
2013_744,Big Trout Lake,2013,Natural,3058.06489837,-90.5751258983416,53.9307052311652,2013-07-02,2013-07-17,1,
2013_749,Big Trout Lake,2013,Natural,500.741073586,-89.6874578852687,53.9113926929764,2013-06-04,2013-07-04,1,
2013_800,Big Trout Lake,2013,Natural,104.16708547,-88.8399432611371,53.4333848894857,2013-07-06,2013-07-07,1,
2013_804,Big Trout Lake,2013,Natural,832.625700326,-89.1320785796416,53.3911434892963,2013-06-08,2013-07-12,1,
2013_848,Big Trout Lake,2013,Natural,200.881278365,-90.9492286140964,52.9626218151541,2013-07-04,2013-08-15,1,
2013_850,Big Trout Lake,2013,Natural,566.192167991,-94.0756181528842,52.9902544345436,2013-07-06,2013-07-15,1,
2009_320,Big Trout Lake,2009,Natural,1057.74686545,-92.3758053859704,54.4078485843925,2009-06-11,2009-07-13,1,
2009_367,Big Trout Lake,2009,Natural,900.941583411,-88.1374367615499,53.5162173133952,2009-06-16,2009-07-22,1,
2013_904,Big Trout Lake,2013,Natural,1789.08966852,-87.9753240488789,51.9223719657709,2013-07-02,2013-07-04,1,
2013_907,Big Trout Lake,2013,Natural,379.44168578,-88.4457663743456,51.8615366139123,2013-06-07,2013-07-03,1,
2009_438,Big Trout Lake,2009,Natural,399.574412484,-87.7513992930648,51.9177842061827,2009-06-17,2009-06-18,1,
1999_465,Big Trout Lake,1999,Natural,64.892556789,-85.9970993140978,50.8386683008634,1999-06-15,1999-07-13,1,
1989_1457,Big Trout Lake,1989,Undetermined,2563.58484336,-89.8373446970407,54.4818223315822,1989-07-21,1989-08-11,1,
1999_700,Big Trout Lake,1999,Natural,28.8571975157,-87.3732755877749,52.0688449420748,1999-08-26,1999-09-09,1,
2009_1236,Big Trout Lake,2009,Natural,173.302084827,-86.9192619668851,51.580098268975,2009-06-16,2009-07-29,1,
2013_1186,Big Trout Lake,2013,Natural,67.5958302922,-90.0562807355127,52.421381878662,2013-07-03,2013-08-11,1,
2009_1240,Big Trout Lake,2009,Natural,76.327095511,-88.8735346897302,53.691208306577,2009-06-16,2009-07-22,1,
2013_1188,Big Trout Lake,2013,Natural,39.8704083617,-88.8705513765521,52.7825789320503,2013-06-01,2013-07-21,1,
2013_1189,Big Trout Lake,2013,Natural,97.6280758409,-86.589650245422,52.7530504933275,2013-07-01,2013-08-02,1,
2013_1191,Big Trout Lake,2013,Natural,191.848188198,-86.749388474092,52.9279199364835,2013-07-04,2013-08-02,1,
2013_1192,Big Trout Lake,2013,Natural,52.959291349,-90.2039971842652,53.4869522140009,2013-06-08,2013-07-05,1,
2013_1193,Big Trout Lake,2013,Natural,96.3676306144,-89.5719022196062,53.5881867422343,2013-07-12,2013-08-15,1,
2013_1194,Big Trout Lake,2013,Natural,53.6833598027,-91.3402615683334,53.7643178121002,2013-06-08,2013-07-11,1,
2013_1195,Big Trout Lake,2013,Natural,102.828744065,-89.8691160108218,53.7918811390999,2013-06-08,2013-08-08,1,
2012_604,Big Trout Lake,2012,Natural,453.864048581,-88.9080846025865,53.9894582461654,2012-07-15,2012-07-26,1,
2012_634,Big Trout Lake,2012,Natural,546.079054576,-93.5397497299024,53.4561345674539,2012-07-14,2012-07-27,1,
2012_653,Big Trout Lake,2012,Natural,140.796321647,-94.03089885515,53.0797628619962,2012-07-27,2012-07-28,1,
2012_654,Big Trout Lake,2012,Natural,2341.20837883,-93.7146805539429,53.031323709312,2012-07-15,2012-07-27,1,
2012_655,Big Trout Lake,2012,Natural,294.161962073,-92.5232967652713,53.0322310887643,2012-07-14,2012-07-15,1,
2012_660,Big Trout Lake,2012,Natural,14271.1156638,-94.392514034052,52.9133759232505,2012-07-14,2012-07-31,1,
2012_662,Big Trout Lake,2012,Natural,1575.57353421,-93.5076704863152,52.9278604834881,2012-07-19,2012-07-22,1,
2012_665,Big Trout Lake,2012,Natural,293.853571697,-93.9438960274653,52.9288509727228,2012-07-30,2012-08-21,1,
2002_465,Big Trout Lake,2002,Natural,2672.67622719,-92.5789942643369,54.2523787418726,2002-07-16,2002-08-08,1,
1998_619,Big Trout Lake,1998,Natural,4703.07621686,-88.7484891595994,53.4208931053602,1998-07-08,1998-07-17,1,
2002_473,Big Trout Lake,2002,Undetermined,140.95598949,-87.9013006075231,54.039815299863,2002-07-05,2002-07-07,1,
2002_512,Big Trout Lake,2002,Natural,331.539832219,-87.0865961095743,53.6480320578497,2002-07-14,2002-09-03,1,
2012_672,Big Trout Lake,2012,Natural,231.800019298,-94.1945200093005,52.7861257572529,2012-07-14,2012-07-18,1,
2012_685,Big Trout Lake,2012,Natural,625.707816865,-92.2323960042363,52.4158930645889,2012-07-28,2012-07-30,1,
1998_663,Big Trout Lake,1998,Natural,8288.46993401,-88.4080314687692,52.235901673657,1998-07-10,1998-08-07,1,
2012_697,Big Trout Lake,2012,Natural,1470.95196962,-88.8613753205362,51.8927282220014,2012-07-21,2012-07-28,1,
2012_699,Big Trout Lake,2012,Natural,1825.34689928,-86.9546271010667,51.7445758623972,2012-09-12,2012-09-14,1,
1998_675,Big Trout Lake,1998,Natural,1118.0408388,-89.8092481285893,51.8509919529923,1998-08-06,1998-08-28,1,
2012_721,Big Trout Lake,2012,Natural,2844.50314875,-85.9970475249027,50.8693152506628,2012-07-21,2012-08-15,1,
2012_724,Big Trout Lake,2012,Natural,48.8224636297,-87.6845689057822,50.9604109970458,2012-07-11,2012-07-30,1,
1989_922,Big Trout Lake,1989,Natural,5772.24432097,-92.6352961588996,54.4728184763223,1989-07-13,1989-07-22,1,
1989_922,Big Trout Lake,1989,Natural,2425.46433054,-92.6259907530016,54.4569266881739,1989-07-13,1989-07-22,1,
1989_926,Big Trout Lake,1989,Natural,26026.1303563,-91.3700755868125,54.6539246013074,1989-07-11,1989-08-17,1,
2012_805,Big Trout Lake,2012,Natural,68.6399040383,-92.3103942133598,53.1946109854402,2012-06-07,2012-07-05,1,
1989_945,Big Trout Lake,1989,Natural,1259.02263808,-93.8920769619355,52.7478012128951,1989-07-14,1989-07-20,1,
1989_947,Big Trout Lake,1989,Natural,322.681322886,-90.419855625632,53.3483144092355,1989-07-19,1989-08-01,1,
1989_948,Big Trout Lake,1989,Natural,93.8528160897,-86.9801542031551,52.1047960183427,1989-06-18,1989-07-13,1,
1988_93,Big Trout Lake,1988,Natural,102.559942711,-87.3966182500312,52.4983015441759,1988-08-10,1988-09-13,1,
2002_618,Big Trout Lake,2002,Natural,995.879880547,-86.6525195525494,52.1058412221814,2002-07-11,2002-07-19,1,
2012_1050,Big Trout Lake,2012,Natural,81.42343603,-88.1628952062718,51.6475543386767,2012-06-10,2012-06-28,1,
1994_86,Big Trout Lake,1994,Natural,230.019691257,-92.4724432451735,53.2876356790293,1994-06-17,1994-07-17,1,
2012_1052,Big Trout Lake,2012,Natural,59.4412441153,-88.8720685584059,52.0231966713044,2012-07-13,2012-08-14,1,
2012_1053,Big Trout Lake,2012,Natural,99.7328377354,-89.0244903736437,52.0401462361212,2012-06-08,2012-06-29,1,
1989_1024,Big Trout Lake,1989,Natural,1242.73612726,-90.6592627733415,53.5472836339968,1989-07-17,1989-09-02,1,
1998_860,Big Trout Lake,1998,Natural,79.6858414598,-85.7598875763352,50.1569211360484,1998-06-14,1998-06-26,1,
1989_1028,Big Trout Lake,1989,Natural,716.041047048,-91.2679940857313,53.3974713387495,1989-05-16,1989-05-30,1,
2012_1057,Big Trout Lake,2012,Natural,59.1207494225,-89.314573787989,52.4896205680711,2012-07-16,2012-08-19,1,
1989_1033,Big Trout Lake,1989,Natural,11772.5347545,-92.8560020029202,53.5661910308643,1989-07-14,1989-08-17,1,
2012_1059,Big Trout Lake,2012,Natural,68.9669794452,-93.0256346686187,53.0619581305034,2012-06-05,2012-06-18,1,
2012_1060,Big Trout Lake,2012,Natural,74.5290271607,-89.4502605019459,53.0310554515571,2012-07-18,2012-07-29,1,
2012_1061,Big Trout Lake,2012,Natural,97.4654566703,-93.3567680017529,53.6653496652844,2012-07-03,2012-09-11,1,
2012_1062,Big Trout Lake,2012,Natural,106.213416438,-91.9304128343451,54.2056067329569,2012-07-15,2012-08-22,1,
2011_314,Big Trout Lake,2011,Natural,1450.38886096,-90.8666916538226,54.4758576347133,2011-06-17,2011-06-22,1,
2011_323,Big Trout Lake,2011,Natural,732.414977017,-90.2040404322168,54.2355567772239,2011-06-30,2011-07-16,1,
2011_356,Big Trout Lake,2011,Natural,951.775724598,-92.0000001148542,53.7356090513349,2011-07-17,2011-07-18,1,
2011_360,Big Trout Lake,2011,Undetermined,723.053600637,-90.8017528012242,53.6612935642757,2011-07-16,2011-07-18,1,
2011_366,Big Trout Lake,2011,Natural,321.663742499,-89.7786015680401,53.4799719102956,2011-07-05,2011-08-27,1,
2011_368,Big Trout Lake,2011,Natural,13630.2426939,-93.6401245446234,53.5372192782152,2011-07-17,2011-07-20,1,
1992_16,Big Trout Lake,1992,Natural,299.829253922,-86.6828778729445,51.3394387515624,1992-06-11,1992-07-23,1,
2011_374,Big Trout Lake,2011,Natural,4533.5006953,-89.8346174876633,53.2980210327824,2011-07-02,2011-07-17,1,
2011_375,Big Trout Lake,2011,Natural,7996.81494327,-93.8343296568774,53.3773810521911,2011-07-16,2011-07-20,1,
2011_377,Big Trout Lake,2011,Natural,818.344080048,-88.7382963978452,53.1944822817878,2011-07-16,2011-07-18,1,
2011_379,Big Trout Lake,2011,Natural,1561.38941929,-93.0627420071187,53.2837279883481,2011-07-16,2011-07-20,1,
2011_399,Big Trout Lake,2011,Natural,2839.38418572,-93.6076338440853,53.0232309882828,2011-07-08,2011-07-20,1,
2011_411,Big Trout Lake,2011,Natural,378.783302719,-93.271710382118,52.8095599147957,2011-07-19,2011-07-20,1,
2011_423,Big Trout Lake,2011,Natural,570.160987995,-92.2194983017206,52.6381332927783,2011-09-10,2011-09-11,1,
2011_432,Big Trout Lake,2011,Natural,910.431486134,-93.0842551715336,52.5577620631126,2011-07-18,2011-07-20,1,
2011_433,Big Trout Lake,2011,Natural,2204.6374442,-89.2810154519292,52.41218559646,2011-07-02,2011-07-19,1,
2011_438,Big Trout Lake,2011,Natural,6992.42830999,-88.5562291432227,52.234845561198,2011-07-10,2011-09-11,1,
1998_893,Big Trout Lake,1998,Natural,199.256624455,-91.3844740997274,53.8217363293154,1998-07-08,1998-08-04,1,
2011_453,Big Trout Lake,2011,Natural,401.876458887,-88.913582121987,52.0943383178652,2011-07-18,2011-09-27,1,
1998_895,Big Trout Lake,1998,Natural,182.852732526,-88.8588229459187,53.753286838348,1998-07-05,1998-08-02,1,
1998_896,Big Trout Lake,1998,Natural,93.3501755144,-91.716895874758,53.7670495039902,1998-07-07,1998-08-04,1,
1998_899,Big Trout Lake,1998,Natural,579.112244061,-89.1674254098339,53.4822824861705,1998-07-05,1998-08-04,1,
1998_901,Big Trout Lake,1998,Natural,44.6286662061,-88.6175202777544,52.8712303578491,1998-07-07,1998-08-28,1,
1989_1156,Big Trout Lake,1989,Natural,386.945524025,-86.5663532669543,52.1797142682711,1989-06-18,1989-07-13,1,
2011_507,Big Trout Lake,2011,Natural,3852.16834424,-88.9724209855062,51.2097250089518,2011-07-14,2011-07-20,1,
1996_357,Big Trout Lake,1996,Undetermined,4694.34254281,-91.5744784737563,54.7707374154183,1996-07-19,1996-08-02,1,
1996_359,Big Trout Lake,1996,Undetermined,3512.82192792,-90.8176121230285,54.7195751657136,1996-07-19,1996-08-03,1,
1996_364,Big Trout Lake,1996,Undetermined,698.340379251,-90.9838244729585,54.6027952136068,1996-07-19,1996-08-02,1,
1996_383,Big Trout Lake,1996,Undetermined,4673.02765324,-92.4003835325912,54.287710983057,1996-07-19,1996-08-02,1,
1996_388,Big Trout Lake,1996,Natural,11347.8390691,-88.7822465852464,53.9856756812705,1996-07-12,1996-08-03,1,
1996_391,Big Trout Lake,1996,Undetermined,1274.31784116,-92.0970266938123,54.184552711591,1996-06-13,1996-06-19,1,
1996_394,Big Trout Lake,1996,Natural,697.927751359,-89.0671061193474,54.0073417349438,1996-07-12,1996-07-16,1,
1996_396,Big Trout Lake,1996,Natural,2155.74878622,-88.5927654663946,53.9923331581184,1996-07-12,1996-08-02,1,
2011_605,Big Trout Lake,2011,Natural,422.334631444,-89.3658097390409,51.9359223548658,2011-07-22,2011-10-20,1,
2011_606,Big Trout Lake,2011,Natural,193.45156276,-88.661621755283,52.1846989297519,2011-07-18,2011-09-27,1,
1996_427,Big Trout Lake,1996,Natural,158.033603645,-92.8742664328336,53.612132889266,1996-06-13,1996-09-03,1,
1996_429,Big Trout Lake,1996,Natural,2400.06078688,-87.3273388055118,53.3103171699431,1996-06-08,1996-08-27,1,
1996_431,Big Trout Lake,1996,Natural,2953.4557685,-87.5919424585461,53.239096440809,1996-06-12,1996-06-13,1,
1996_437,Big Trout Lake,1996,Natural,4757.01191114,-93.347826259571,53.3910853284021,1996-06-13,1996-06-19,1,
1996_438,Big Trout Lake,1996,Natural,6041.40506259,-87.8132880406179,53.086179782198,1996-06-12,1996-08-02,1,
1996_442,Big Trout Lake,1996,Natural,2366.40023906,-93.6577261280912,53.3346656617671,1996-06-13,1996-06-14,1,
1996_445,Big Trout Lake,1996,Natural,10848.3065514,-88.9729754765437,53.0656317903062,1996-06-13,1996-06-19,1,
1996_451,Big Trout Lake,1996,Natural,965.728497958,-93.5574331571576,53.1628817908881,1996-06-12,1996-06-13,1,
1996_454,Big Trout Lake,1996,Natural,6236.45623458,-88.7888121683107,52.9183620447717,1996-06-13,1996-07-12,1,
2011_736,Big Trout Lake,2011,Natural,132.310912163,-93.9668226493741,52.8827391449867,2011-07-09,2011-08-27,1,
1996_460,Big Trout Lake,1996,Natural,928.696853288,-91.5492453067342,53.0179964197578,1996-06-12,1996-06-14,1,
2011_739,Big Trout Lake,2011,Natural,18.9183053825,-88.5793587727184,53.6960288383613,2011-07-01,2011-09-01,1,
1996_469,Big Trout Lake,1996,Natural,2199.68499112,-88.1324138332574,52.737991586526,1996-06-13,1996-06-19,1,
1996_472,Big Trout Lake,1996,Natural,17657.0903148,-90.227221716855,52.7634525970569,1996-06-11,1996-08-01,1,
1996_487,Big Trout Lake,1996,Natural,2838.79279626,-90.8840004038049,52.7929158013914,1996-06-08,1996-07-09,1,
2010_475,Big Trout Lake,2010,Natural,103.244104562,-91.9222380542441,54.6828562429523,2010-07-18,2010-09-03,1,
2010_487,Big Trout Lake,2010,Natural,303.944690278,-91.9522444016038,54.2075188146429,2010-07-18,2010-09-03,1,
2010_531,Big Trout Lake,2010,Undetermined,52.2738669422,-90.1038291900614,52.7082151311183,2010-07-06,2010-07-07,1,
2010_532,Big Trout Lake,2010,Natural,2361.89623744,-86.1871763529189,52.3848193251962,2010-05-16,2010-06-20,1,
1996_499,Big Trout Lake,1996,Natural,1685.32003723,-90.5346626424484,52.6708164469676,1996-06-13,1996-06-14,1,
1996_507,Big Trout Lake,1996,Natural,7949.63944386,-90.1961884501544,52.5267112548124,1996-06-10,1996-06-14,1,
1989_1329,Big Trout Lake,1989,Natural,280.131761241,-90.9123952284418,54.167017604448,1989-07-05,1989-09-02,1,
2010_877,Big Trout Lake,2010,Natural,25.8450205318,-88.7044879803696,51.9319362282699,2010-06-20,2010-07-23,1,
2010_878,Big Trout Lake,2010,Natural,97.7641100018,-88.5376232979948,52.4617923928195,2010-06-25,2010-07-24,1,
2010_882,Big Trout Lake,2010,Natural,177.642619807,-91.9003582900464,54.8564332664263,2010-07-23,2010-07-25,1,
2010_883,Big Trout Lake,2010,Natural,238.477162733,-89.9050649745344,52.5328809899713,2010-06-25,2010-07-28,1,
1999_434,Big Trout Lake,1999,Natural,1857.08511536,-90.2140514103534,52.3479829905264,1999-05-29,1999-06-20,1,
1999_435,Big Trout Lake,1999,Natural,19081.0247148,-90.025689203323,52.1881052570221,1999-06-03,1999-06-22,1,
2009_410,Big Trout Lake,2009,Natural,606.206577665,-92.3065737751101,52.9382534143662,2009-06-19,2009-07-13,1,
1989_1376,Big Trout Lake,1989,Natural,613.502418337,-90.9763871267629,53.7976009918541,1989-07-23,1989-09-02,1,
1990_50,Big Trout Lake,1990,Natural,7858.04652204,-88.4759301844753,52.5793074735568,1990-07-28,1990-08-24,1,
1989_1452,Big Trout Lake,1989,Undetermined,5610.78798968,-91.8384956352508,54.4938716726283,1989-07-12,1989-08-16,1,
1990_62,Big Trout Lake,1990,Natural,41928.5854888,-87.7586014533881,52.7685463700426,1990-07-28,1990-08-24,1,
2009_1217,Big Trout Lake,2009,Natural,93.5966577033,-88.2688689621427,53.6238708936096,2009-06-16,2009-07-22,1,
1990_71,Big Trout Lake,1990,Natural,192.563696565,-93.401522622888,53.3840295970697,1990-07-14,1990-08-19,1,
2009_1239,Big Trout Lake,2009,Natural,89.5747082618,-87.8463809476295,53.4664019986521,2009-06-16,2009-07-22,1,
1999_705,Big Trout Lake,1999,Natural,213.728046268,-87.2116942805703,53.1591667795767,1999-06-13,1999-07-05,1,
2009_1241,Big Trout Lake,2009,Natural,82.5340244556,-89.5080791567962,53.708704807958,2009-06-17,2009-07-13,1,
2009_1242,Big Trout Lake,2009,Natural,376.539671416,-90.1372459958401,53.9814287210482,2009-06-16,2009-07-13,1,
2009_1244,Big Trout Lake,2009,Natural,328.291381004,-91.7367455306132,54.0897243713395,2009-06-17,2009-06-18,1,
2008_291,Big Trout Lake,2008,Natural,197.284996609,-93.2968222883555,53.709535657811,2008-06-20,2008-09-06,1,
1996_569,Big Trout Lake,1996,Natural,1423.21356494,-87.3364696703016,51.0907289370623,1996-06-14,1996-06-19,1,
1996_575,Big Trout Lake,1996,Natural,805.807980348,-87.4430960719546,50.8842735636934,1996-06-11,1996-07-07,1,
2007_273,Big Trout Lake,2007,Natural,5.59026986888,-92.965729509845,54.2379301226376,2007-06-09,2007-07-22,1,
2007_273,Big Trout Lake,2007,Natural,716.048549168,-92.9183018609115,54.220528709951,2007-06-09,2007-07-22,1,
1998_588,Big Trout Lake,1998,Natural,229.461923516,-89.1611410761516,53.9064044342089,1998-07-05,1998-08-04,1,
1998_593,Big Trout Lake,1998,Natural,3728.55244441,-91.5188411063639,53.8823627357149,1998-07-08,1998-07-10,1,
2007_993,Big Trout Lake,2007,Natural,69.6367043326,-86.1921440998228,50.4634839161923,2007-06-13,2007-06-15,1,
1995_1403,Big Trout Lake,1995,Natural,180.402099956,-88.3815355860389,51.0721982402137,1995-06-19,1995-07-08,1,
1988_47,Big Trout Lake,1988,Natural,998.288180959,-88.3672657836096,51.1981828922536,1988-07-02,1988-07-29,1,
2002_454,Big Trout Lake,2002,Natural,3162.16041726,-91.515336694192,54.3608315561419,2002-07-17,2002-08-08,1,
2006_588,Big Trout Lake,2006,Natural,5607.02557437,-93.7466647709558,52.7084699300985,2006-09-03,2006-09-12,1,
1998_613,Big Trout Lake,1998,Natural,3207.96349922,-89.9496008511965,53.577911944698,1998-07-08,1998-07-18,1,
2002_467,Big Trout Lake,2002,Natural,4162.66171319,-91.3398543529085,54.2146036095348,2002-06-30,2002-07-20,1,
1989_867,Big Trout Lake,1989,Natural,869.68871381,-93.7711085989823,53.0580636796621,1989-07-20,1989-07-22,1,
1989_869,Big Trout Lake,1989,Natural,9431.49124573,-90.4435006429023,53.9000241749102,1989-07-03,1989-08-09,1,
2002_513,Big Trout Lake,2002,Natural,89.1419273232,-91.8313632977848,53.8978553387705,2002-07-15,2002-08-21,1,
2002_517,Big Trout Lake,2002,Natural,1914.60524505,-91.5385120121835,53.8110950330401,2002-07-16,2002-07-20,1,
2002_536,Big Trout Lake,2002,Natural,14341.26944,-90.8416523488695,53.58692735569,2002-07-09,2002-08-07,1,
1988_75,Big Trout Lake,1988,Natural,14276.258034,-92.6331201755708,52.3629047420668,1988-05-30,1988-07-09,1,
2002_550,Big Trout Lake,2002,Natural,1726.32749008,-87.8384621870563,53.3640972616125,2002-07-17,2002-07-20,1,
2002_556,Big Trout Lake,2002,Natural,199.35848439,-86.2055812557644,53.199384974314,2002-07-16,2002-07-17,1,
1988_81,Big Trout Lake,1988,Natural,597.095721822,-90.4248410855295,52.4625310741599,1988-08-15,1988-09-07,1,
2002_563,Big Trout Lake,2002,Natural,3760.38987143,-94.1905339630706,53.4235441045045,2002-07-16,2002-07-18,1,
1988_83,Big Trout Lake,1988,Natural,12097.6229464,-91.9294241903182,52.4708385197348,1988-05-26,1988-06-26,1,
2002_566,Big Trout Lake,2002,Undetermined,7067.44142674,-94.3059869772765,53.3557898900226,2002-07-14,2002-07-18,1,
2002_566,Big Trout Lake,2002,Undetermined,13.1657885038,-94.3064031768049,53.3533149413742,2002-07-14,2002-07-18,1,
2002_570,Big Trout Lake,2002,Natural,559.121188043,-92.7063642959759,53.3868679905404,2002-07-16,2002-07-29,1,
2002_575,Big Trout Lake,2002,Natural,714.858672327,-93.2176922414077,53.3394984246357,2002-07-16,2002-07-18,1,
2002_579,Big Trout Lake,2002,Natural,264.322456899,-90.2462824600048,53.1498126133496,2002-07-17,2002-08-14,1,
1988_92,Big Trout Lake,1988,Natural,286.840266624,-93.6583113631223,52.7550163248848,1988-08-18,1988-10-05,1,
2002_599,Big Trout Lake,2002,Natural,9080.42952358,-93.5262010914394,52.8350177924518,2002-07-15,2002-07-18,1,
1994_56,Big Trout Lake,1994,Natural,3202.52963589,-89.2060131709233,52.3040425548215,1994-06-08,1994-06-27,1,
1994_79,Big Trout Lake,1994,Natural,334.280595061,-88.5909474190002,52.8914403403881,1994-06-11,1994-07-22,1,
1989_985,Big Trout Lake,1989,Natural,258.42469648,-87.063575660509,52.08107767115,1989-06-18,1989-07-13,1,
2002_645,Big Trout Lake,2002,Natural,24618.3762871,-86.4311490880075,51.1882352988379,2002-07-09,2002-08-09,1,
1994_94,Big Trout Lake,1994,Natural,1262.52511785,-92.1901056903373,53.6293040760383,1994-06-11,1994-07-17,1,
1988_99,Big Trout Lake,1988,Natural,13508.5442025,-92.3590901188618,52.8062584544798,1988-06-11,1988-08-31,1,
1988_101,Big Trout Lake,1988,Natural,784.576792938,-92.9928355406041,52.9370571116798,1988-08-20,1988-10-05,1,
1994_109,Big Trout Lake,1994,Natural,739.086606639,-91.6097237439618,53.9075766341208,1994-06-29,1994-08-08,1,
1988_116,Big Trout Lake,1988,Natural,945.19880864,-90.5036998203478,53.1964013416688,1988-06-27,1988-08-01,1,
2005_472,Big Trout Lake,2005,Natural,56.6788029204,-87.3641203315071,51.1571249304802,2005-08-08,2005-08-20,1,
1998_866,Big Trout Lake,1998,Natural,94.4238508848,-89.0638747313796,52.0007062416396,1998-07-08,1998-08-04,1,
1998_867,Big Trout Lake,1998,Natural,75.7731433071,-89.6217178587551,52.6209400777347,1998-07-05,1998-08-04,1,
1988_139,Big Trout Lake,1988,Natural,2955.17528068,-91.4586672950388,53.7545128988486,1988-08-07,1988-09-12,1,
2002_718,Big Trout Lake,2002,Natural,63.0582508599,-86.1369098027964,50.8503651519311,2002-07-01,2002-08-15,1,
1998_870,Big Trout Lake,1998,Natural,498.573423418,-90.366376204956,52.5269614648887,1998-07-08,1998-07-20,1,
1988_152,Big Trout Lake,1988,Natural,426.196733063,-88.5604346128334,53.9031487681371,1988-07-05,1988-08-07,1,
1988_153,Big Trout Lake,1988,Natural,21791.2030869,-93.3007933576666,53.9953557038075,1988-07-13,1988-10-05,1,
1993_26,Big Trout Lake,1993,Natural,720.444090479,-88.091987011202,53.5012067273315,1993-06-20,1993-07-20,1,
1998_874,Big Trout Lake,1998,Natural,776.482931065,-90.6525978865372,52.7088482808022,1998-07-06,1998-08-24,1,
1998_875,Big Trout Lake,1998,Natural,18.0483861466,-89.6783323014823,52.7277048063067,1998-07-06,1998-08-04,1,
1998_879,Big Trout Lake,1998,Natural,33.7079461065,-89.4813302486662,53.0790832332821,1998-07-09,1998-08-04,1,
1992_21,Big Trout Lake,1992,Natural,1081.75807758,-87.0952726076091,51.7781569297694,1992-06-11,1992-07-23,1,
1992_24,Big Trout Lake,1992,Natural,5727.31299888,-89.7479105181878,52.0949812999644,1992-06-13,1992-06-16,1,
1992_27,Big Trout Lake,1992,Natural,13480.834753,-87.7065724601777,51.9998971944408,1992-06-12,1992-06-16,1,
2002_738,Big Trout Lake,2002,Natural,143.813434188,-90.1811833354185,54.3266467038511,2002-07-15,2002-08-21,1,
1996_727,Big Trout Lake,1996,Natural,318.623730964,-93.3205825452889,53.7111550476553,1996-07-17,1996-09-03,1,
1995_779,Big Trout Lake,1995,Undetermined,13526.2758046,-91.1124882757561,54.7145564417682,1995-06-15,1995-06-26,1,
1987_49,Big Trout Lake,1987,Natural,1337.17361487,-86.8131195695415,51.7933837880449,1987-06-14,1987-07-16,1,
1987_66,Big Trout Lake,1987,Natural,176.632374448,-93.6900798700449,52.8048862618608,1987-06-25,1987-08-20,1,
2001_314,Big Trout Lake,2001,Natural,85.0487497436,-86.9912392631734,50.9132755181017,2001-06-09,2001-06-18,1,
1995_848,Big Trout Lake,1995,Undetermined,6485.73227629,-90.7845812577515,54.3107024351809,1995-06-19,1995-06-26,1,
1987_72,Big Trout Lake,1987,Natural,1866.30670348,-94.178262413371,53.1356383904036,1987-06-21,1987-07-21,1,
1987_76,Big Trout Lake,1987,Natural,275.687386441,-94.3764353462906,53.1994319370009,1987-06-21,1987-07-14,1,
1995_886,Big Trout Lake,1995,Undetermined,3359.27607744,-92.5409789214068,54.1775415135724,1995-06-22,1995-07-04,1,
1987_95,Big Trout Lake,1987,Natural,4905.42380792,-89.995305267386,53.9158703256435,1987-06-17,1987-07-16,1,
1987_101,Big Trout Lake,1987,Natural,46139.7629538,-92.3065217311508,54.0357918389081,1987-06-14,1987-08-11,1,
1991_26,Big Trout Lake,1991,Natural,834.194312666,-85.5562485003357,49.9149900000982,1991-08-11,1991-09-13,1,
1986_32,Big Trout Lake,1986,Natural,539.794869693,-88.3771252450955,51.9958325188598,1986-08-05,1986-10-06,1,
1995_953,Big Trout Lake,1995,Natural,3038.46909821,-93.3165521873598,53.7772352642223,1995-07-04,1995-07-15,1,
1995_955,Big Trout Lake,1995,Natural,5242.67487095,-91.9688928046363,53.6628820687237,1995-06-18,1995-07-10,1,
2006_888,Big Trout Lake,2006,Natural,146.521945613,-92.7736618548051,52.4654288259236,2006-08-31,2006-10-31,1,
1995_968,Big Trout Lake,1995,Natural,37068.3774116,-90.5870665796247,53.4673944893545,1995-06-15,1995-08-01,1,
1995_983,Big Trout Lake,1995,Natural,952.28676119,-88.5595845990365,53.2807005485211,1995-06-14,1995-06-17,1,
2006_893,Big Trout Lake,2006,Natural,89.7175685282,-92.7301692856783,53.1855280714159,2006-07-18,2006-08-20,1,
2006_894,Big Trout Lake,2006,Natural,39.810012611,-89.0048971557074,53.6525162345921,2006-09-09,2006-10-02,1,
